iri	label	type	parentlabel	category	definition	min	max	average	median	upper_quartile	lower_quartile	number_distinct_values	distinct_values	variable	replaces
EUPATH_0009253_Bacteria_Cyanobacteria_Cyanobacteriia	Cyanobacteriia	number	Class	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	6.4e-05	0.00234	0.00087566666667	0.000917	0.000961	0.000249	9	["0.000064","0.000077","0.000249","0.000631","0.000917","0.000944","0.000961","0.001698","0.002340"]		
EUPATH_0009253_Bacteria_Firmicutes_Clostridia	Clostridia	number	Class	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	1e-04	0.909198	0.26003248422330	0.1729755	0.457094	0.030984	824			
EUPATH_0009253_Bacteria_Fusobacteriota_Fusobacteriia	Fusobacteriia	number	Class	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	7.2e-05	0.158746	0.00593831386861	0.000965	0.003785	0.000346	134			
EUPATH_0009253_Bacteria_Spirochaetota_Brachyspirae	Brachyspirae	number	Class	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	0.000514	0.000514	0.000514	0.000514			1	["0.000514"]		
EUPATH_0009253_Bacteria_Verrucomicrobiota_Kiritimatiellae	Kiritimatiellae	number	Class	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	0.000563	0.000563	0.000563	0.000563			1	["0.000563"]		
EUPATH_0009253_Bacteria_Desulfobacterota_Desulfovibrionia	Desulfovibrionia	number	Class	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	2.4e-05	0.015013	0.00194398823529	0.001121	0.002326	0.0004445	245			
EUPATH_0009253_Bacteria_Planctomycetota_Planctomycetes	Planctomycetes	number	Class	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	0.000247	0.000247	0.000247	0.000247			1	["0.000247"]		
EUPATH_0009253_Bacteria_Proteobacteria_Alphaproteobacteria	Alphaproteobacteria	number	Class	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	1.9e-05	0.022214	0.002345	0.000862	0.00217	0.0003035	77			
EUPATH_0009253_Bacteria_Synergistota_Synergistia	Synergistia	number	Class	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	6.1e-05	0.000575	0.0003232	0.000418	0.000447	0.000115	5	["0.000061","0.000115","0.000418","0.000447","0.000575"]		
EUPATH_0009253_Bacteria_Bacteroidota_Bacteroidia	Bacteroidia	number	Class	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	3.7e-05	0.767262	0.11652548031496	0.049094	0.18789	0.008602	758			
EUPATH_0009253_Bacteria_Cyanobacteria_Vampirivibrionia	Vampirivibrionia	number	Class	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	8e-05	0.003426	0.00068841860465	0.000364	0.000814	0.000222	42			
EUPATH_0009253_Bacteria_Firmicutes_Negativicutes	Negativicutes	number	Class	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	0.000103	0.544134	0.03363191367862	0.013259	0.043927	0.003033	744			
EUPATH_0009253_Bacteria_Verrucomicrobiota_Lentisphaeria	Lentisphaeria	number	Class	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	7.7e-05	0.002714	0.00075234615385	0.000433	0.001129	0.000241	25			
EUPATH_0009253_Bacteria_Verrucomicrobiota_Verrucomicrobiae	Verrucomicrobiae	number	Class	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	6.3e-05	0.327608	0.00994278313253	0.003414	0.010447	0.000642	248			
EUPATH_0009253_Bacteria_Campilobacterota_Campylobacteria	Campylobacteria	number	Class	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	2.5e-05	0.10217	0.00660294782609	0.001297	0.0043415	0.0005815	114			
EUPATH_0009253_Bacteria_Deferribacterota_Deferribacteres	Deferribacteres	number	Class	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	0.000139	0.000139	0.000139	0.000139			1	["0.000139"]		
EUPATH_0009253_Bacteria_Firmicutes_	unclassified Firmicutes	number	Class	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	0.000111	0.000111	0.000111	0.000111			1	["0.000111"]		
EUPATH_0009253_Bacteria_Firmicutes_Bacilli	Bacilli	number	Class	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	5e-04	0.936188	0.08457494719828	0.045874	0.104107	0.021798	926			
EUPATH_0009253_Bacteria_Proteobacteria_	unclassified Proteobacteria	number	Class	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	7.1e-05	0.001035	0.000553	0.000553	0.001035	7.1e-05	2	["0.000071","0.001035"]		
EUPATH_0009253_Bacteria_Verrucomicrobiota_Chlamydiae	Chlamydiae	number	Class	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	0.000363	0.000517	0.00044	0.00044	0.000517	0.000363	2	["0.000363","0.000517"]		
EUPATH_0009253_Bacteria_Actinobacteriota_Actinobacteria	Actinobacteria	number	Class	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	9.3e-05	0.992325	0.46909305875952	0.496743	0.772582	0.1432875	919			
EUPATH_0009253_Bacteria_Elusimicrobiota_Elusimicrobia	Elusimicrobia	number	Class	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	8.9e-05	0.021062	0.00297688235294	0.001312	0.001971	0.000514	17			
EUPATH_0009253_Bacteria_Proteobacteria_Gammaproteobacteria	Gammaproteobacteria	number	Class	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	0.00013	0.951913	0.07559004362050	0.035778	0.092894	0.0125	912			
EUPATH_0009253_Bacteria_Desulfobacterota_Desulfuromonadia	Desulfuromonadia	number	Class	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	0.000864	0.000864	0.000864	0.000864			1	["0.000864"]		
EUPATH_0009253_Bacteria_Patescibacteria_Saccharimonadia	Saccharimonadia	number	Class	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	0.002292	0.002292	0.002292	0.002292			1	["0.002292"]		
EUPATH_0009253_Bacteria_Spirochaetota_Spirochaetia	Spirochaetia	number	Class	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	0.012314	0.012314	0.012314	0.012314			1	["0.012314"]		
EUPATH_0009254_Bacteria_Actinobacteriota_Actinobacteria_Bifidobacteriales	Bifidobacteriales	number	Order	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of order.	0.000135	0.992325	0.47098811487965	0.498314	0.773112	0.148038	913			
EUPATH_0009254_Bacteria_Actinobacteriota_Actinobacteria_Micrococcales	Micrococcales	number	Order	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of order.	4.5e-05	0.012396	0.00085763369963	0.000505	0.000955	0.000233	247			
EUPATH_0009254_Bacteria_Actinobacteriota_Coriobacteriia_Coriobacteriales	Coriobacteriales	number	Order	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of order.	0.00011	0.227839	0.01933663235294	0.010523	0.02634	0.00303	801			
EUPATH_0009254_Bacteria_Bacteroidota_Bacteroidia_	unclassified Bacteroidia	number	Order	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of order.	9.1e-05	0.001083	0.000587	0.000587	0.001083	9.1e-05	2	["0.000091","0.001083"]		
EUPATH_0009254_Bacteria_Elusimicrobiota_Elusimicrobia_Elusimicrobiales	Elusimicrobiales	number	Order	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of order.	8.9e-05	0.021062	0.00297688235294	0.001312	0.001971	0.000514	17			
EUPATH_0009254_Bacteria_Firmicutes_Bacilli_Staphylococcales	Staphylococcales	number	Order	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of order.	7e-05	0.122286	0.00246913513514	0.0003085	0.000519	0.000184	71			
EUPATH_0009254_Bacteria_Firmicutes_Clostridia_Oscillospirales	Oscillospirales	number	Order	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of order.	6.3e-05	0.636008	0.14751220940819	0.118192	0.24222	0.017172	658			
EUPATH_0009254_Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales	Pseudomonadales	number	Order	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of order.	6.4e-05	0.306775	0.02539805128205	0.000714	0.0069015	0.0003245	39			
EUPATH_0009254_Bacteria_Synergistota_Synergistia_Synergistales	Synergistales	number	Order	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of order.	6.1e-05	0.000575	0.0003232	0.000418	0.000447	0.000115	5	["0.000061","0.000115","0.000418","0.000447","0.000575"]		
EUPATH_0009254_Bacteria_Cyanobacteria_Cyanobacteriia_Chloroplast	Chloroplast	number	Order	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of order.	6.4e-05	0.00234	0.00087566666667	0.000917	0.000961	0.000249	9	["0.000064","0.000077","0.000249","0.000631","0.000917","0.000944","0.000961","0.001698","0.002340"]		
EUPATH_0009254_Bacteria_Desulfobacterota_Desulfuromonadia_Bradymonadales	Bradymonadales	number	Order	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of order.	0.000864	0.000864	0.000864	0.000864			1	["0.000864"]		
EUPATH_0009254_Bacteria_Firmicutes_	unclassified Firmicutes	number	Order	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of order.	0.000111	0.000111	0.000111	0.000111			1	["0.000111"]		
EUPATH_0009254_Bacteria_Firmicutes_Bacilli_Bacillales	Bacillales	number	Order	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of order.	6.2e-05	0.377547	0.01185854166667	0.001124	0.003855	0.0003255	48			
EUPATH_0009254_Bacteria_Proteobacteria_Alphaproteobacteria_Acetobacterales	Acetobacterales	number	Order	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of order.	0.000208	0.000351	0.00026866666667	0.000247	0.000299	0.0002275	3	["0.000208","0.000247","0.000351"]		
EUPATH_0009254_Bacteria_Proteobacteria_Alphaproteobacteria_Rickettsiales	Rickettsiales	number	Order	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of order.	9.6e-05	0.002335	0.00059115384615	0.000338	0.000423	0.000217	13			
EUPATH_0009254_Bacteria_Proteobacteria_Gammaproteobacteria_Cardiobacteriales	Cardiobacteriales	number	Order	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of order.	9.3e-05	0.014039	0.003031	0.000921	0.001734	0.000478	6	["0.000093","0.000478","0.000864","0.000978","0.001734","0.014039"]		
EUPATH_0009254_Bacteria_Proteobacteria_Gammaproteobacteria_Pasteurellales	Pasteurellales	number	Order	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of order.	6.5e-05	0.127385	0.00346479591837	0.001243	0.002887	0.000544	280			
EUPATH_0009254_Bacteria_Verrucomicrobiota_Kiritimatiellae_WCHB1_41	WCHB1-41	number	Order	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of order.	0.000563	0.000563	0.000563	0.000563			1	["0.000563"]		
EUPATH_0009254_Bacteria_Verrucomicrobiota_Verrucomicrobiae_Verrucomicrobiales	Verrucomicrobiales	number	Order	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of order.	6.3e-05	0.327608	0.00994278313253	0.003414	0.010447	0.000642	248			
EUPATH_0009254_Archaea_Euryarchaeota_Methanobacteria_Methanobacteriales	Methanobacteriales	number	Order	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of order.	8.2e-05	0.036011	0.00427610526316	0.001517	0.003959	0.0004175	19			
EUPATH_0009254_Bacteria_Bacteroidota_Bacteroidia_Flavobacteriales	Flavobacteriales	number	Order	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of order.	0.000242	0.000242	0.000242	0.000242			1	["0.000242"]		
EUPATH_0009254_Bacteria_Firmicutes_Bacilli_Mycoplasmatales	Mycoplasmatales	number	Order	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of order.	7.3e-05	0.182639	0.01435788235294	0.000325	0.001566	0.000254	17			
EUPATH_0009254_Bacteria_Firmicutes_Clostridia_Peptostreptococcales_Tissierellales	Peptostreptococcales-Tissierellales	number	Order	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of order.	4.9e-05	0.188924	0.00641050089127	0.002725	0.006255	0.000989	544			
EUPATH_0009254_Bacteria_Fusobacteriota_Fusobacteriia_Fusobacteriales	Fusobacteriales	number	Order	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of order.	7.2e-05	0.158746	0.00593831386861	0.000965	0.003785	0.000346	134			
EUPATH_0009254_Bacteria_Patescibacteria_Saccharimonadia_Saccharimonadales	Saccharimonadales	number	Order	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of order.	0.002292	0.002292	0.002292	0.002292			1	["0.002292"]		
EUPATH_0009254_Bacteria_Proteobacteria_	unclassified Proteobacteria	number	Order	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of order.	7.1e-05	0.001035	0.000553	0.000553	0.001035	7.1e-05	2	["0.000071","0.001035"]		
EUPATH_0009254_Bacteria_Proteobacteria_Gammaproteobacteria_Aeromonadales	Aeromonadales	number	Order	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of order.	0.000138	0.210583	0.02480598809524	0.004126	0.0229055	0.00127	84			
EUPATH_0009254_Bacteria_Proteobacteria_Gammaproteobacteria_Burkholderiales	Burkholderiales	number	Order	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of order.	5.7e-05	0.085813	0.00461296706587	0.0016845	0.005235	0.00056	323			
EUPATH_0009254_Bacteria_Actinobacteriota_Actinobacteria_Corynebacteriales	Corynebacteriales	number	Order	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of order.	3.8e-05	0.046514	0.00191748	0.0001865	0.000829	0.000139	48			
EUPATH_0009254_Bacteria_Bacteroidota_Bacteroidia_Bacteroidales	Bacteroidales	number	Order	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of order.	3.7e-05	0.767262	0.11651328740158	0.049094	0.18789	0.008602	758			
EUPATH_0009254_Bacteria_Firmicutes_Bacilli_Erysipelotrichales	Erysipelotrichales	number	Order	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of order.	6.6e-05	0.122228	0.00904005463576	0.0031395	0.0097975	0.001135	588			
EUPATH_0009254_Bacteria_Firmicutes_Bacilli_Izemoplasmatales	Izemoplasmatales	number	Order	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of order.	7.9e-05	0.011644	0.0021254	0.0007755	0.001565	0.000712	10	["0.000079","0.000336","0.000712","0.000721","0.000753","0.000798","0.000803","0.001565","0.003843","0.011644"]		
EUPATH_0009254_Bacteria_Firmicutes_Clostridia_	unclassified Clostridia	number	Order	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of order.	0.000102	0.008575	0.00209477777778	0.001404	0.002587	0.0002675	27			
EUPATH_0009254_Bacteria_Proteobacteria_Gammaproteobacteria_	unclassified Gammaproteobacteria	number	Order	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of order.	8.5e-05	8.5e-05	8.5e-05	8.5e-05			1	["0.000085"]		
EUPATH_0009254_Bacteria_Spirochaetota_Spirochaetia_Spirochaetales	Spirochaetales	number	Order	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of order.	0.012314	0.012314	0.012314	0.012314			1	["0.012314"]		
EUPATH_0009254_Bacteria_Actinobacteriota_Actinobacteria_Actinomycetales	Actinomycetales	number	Order	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of order.	6.4e-05	0.011783	0.00104180147059	0.000541	0.0012995	0.000286	252			
EUPATH_0009254_Bacteria_Desulfobacterota_Desulfovibrionia_Desulfovibrionales	Desulfovibrionales	number	Order	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of order.	2.4e-05	0.015013	0.00194398823529	0.001121	0.002326	0.0004445	245			
EUPATH_0009254_Bacteria_Firmicutes_Clostridia_Eubacteriales	Eubacteriales	number	Order	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of order.	4.3e-05	0.090648	0.00481996954315	0.001449	0.004631	0.000609	195			
EUPATH_0009254_Bacteria_Firmicutes_Clostridia_Peptococcales	Peptococcales	number	Order	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of order.	8e-05	0.003162	0.00093175	0.000582	0.001458	0.000224	16			
EUPATH_0009254_Bacteria_Deferribacterota_Deferribacteres_Deferribacterales	Deferribacterales	number	Order	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of order.	0.000139	0.000139	0.000139	0.000139			1	["0.000139"]		
EUPATH_0009254_Bacteria_Firmicutes_Clostridia_Christensenellales	Christensenellales	number	Order	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of order.	6.5e-05	0.142375	0.00620573469388	0.00147	0.00467	0.000578	190			
EUPATH_0009254_Bacteria_Firmicutes_Clostridia_Lachnospirales	Lachnospirales	number	Order	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of order.	9.3e-05	0.839472	0.13701354425363	0.079386	0.204728	0.023011	753			
EUPATH_0009254_Bacteria_Firmicutes_Clostridia_Monoglobales	Monoglobales	number	Order	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of order.	0.00011	0.046018	0.00426461363636	0.002134	0.00521	0.001067	175			
EUPATH_0009254_Bacteria_Firmicutes_Negativicutes_Veillonellales_Selenomonadales	Veillonellales-Selenomonadales	number	Order	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of order.	0.000103	0.544134	0.03263835752688	0.0129105	0.0439245	0.0027045	731			
EUPATH_0009254_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales	Rhodobacterales	number	Order	16S rRNA (V4) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of order.	1.9e-05	0.001292	0.0006555	0.0006555	0.001292	1.9e-05	2	["0.000019","0.001292"]		
