iri	label	type	parentlabel	category	definition	min	max	average	median	upper_quartile	lower_quartile	number_distinct_values	distinct_values	variable	replaces
EUPATH_0009252_Bacteria_Elusimicrobiota	Elusimicrobiota	number	Phylum	16S rRNA (V4) assay		5e-06	0.012324	0.00073535353535	0.000255	0.0006335	0.0001365	97			
EUPATH_0009252_Bacteria_Firmicutes	Firmicutes	number	Phylum	16S rRNA (V4) assay		0.000691	0.99976	0.53295654120083	0.582862	0.7484405	0.3229735	2410			
EUPATH_0009252_Bacteria_Fusobacteriota	Fusobacteriota	number	Phylum	16S rRNA (V4) assay		1.6e-05	0.616328	0.00727784928717	0.000624	0.0025185	0.0001955	433			
EUPATH_0009252_Bacteria_Patescibacteria	Patescibacteria	number	Phylum	16S rRNA (V4) assay		8e-06	0.019306	0.00066239	0.0002025	0.0004725	0.000111	95			
EUPATH_0009252_Bacteria_Planctomycetota	Planctomycetota	number	Phylum	16S rRNA (V4) assay		7.4e-05	0.000134	0.000104	0.000104	0.000134	7.4e-05	2	["0.000074","0.000134"]		
EUPATH_0009252_Bacteria_Proteobacteria	Proteobacteria	number	Phylum	16S rRNA (V4) assay		3.2e-05	0.98846	0.06507188640203	0.0210445	0.0650085	0.006045	2323			
EUPATH_0009252_Bacteria_Spirochaetota	Spirochaetota	number	Phylum	16S rRNA (V4) assay		3.9e-05	0.030968	0.00182039726027	0.000545	0.001537	0.000184	144			
EUPATH_0009252_Bacteria_Sumerlaeota	Sumerlaeota	number	Phylum	16S rRNA (V4) assay		0.000111	0.000319	0.000215	0.000215	0.000319	0.000111	2	["0.000111","0.000319"]		
EUPATH_0009252_Bacteria_Synergistota	Synergistota	number	Phylum	16S rRNA (V4) assay		2.9e-05	0.000804	0.00030633333333	0.0001105	0.00073	5.4e-05	6	["0.000029","0.000054","0.000077","0.000144","0.000730","0.000804"]		
EUPATH_0009252_Bacteria_Verrucomicrobiota	Verrucomicrobiota	number	Phylum	16S rRNA (V4) assay		3e-05	0.102804	0.00287280097087	0.0003935	0.001647	0.000151	194			
EUPATH_0009252_Bacteria_WPS_2	WPS-2	number	Phylum	16S rRNA (V4) assay		0.000221	0.000221	0.000221	0.000221			1	["0.000221"]		
EUPATH_0009253	Class		Relative taxonomic abundance analysis	16S rRNA (V4) assay											
EUPATH_0009253_Archaea_Euryarchaeota_Methanobacteria	Methanobacteria	number	Class	16S rRNA (V4) assay		1.9e-05	0.025767	0.00258715441176	0.0007585	0.0025545	0.000229	258			
EUPATH_0009253_Bacteria_Abditibacteriota_Abditibacteria	Abditibacteria	number	Class	16S rRNA (V4) assay		7.4e-05	0.000297	0.0001855	0.0001855	0.000297	7.4e-05	2	["0.000074","0.000297"]		
EUPATH_0009253_Bacteria_Acidobacteriota_Blastocatellia	Blastocatellia	number	Class	16S rRNA (V4) assay		8.5e-05	8.5e-05	8.5e-05	8.5e-05			1	["0.000085"]		
EUPATH_0009253_Bacteria_Actinobacteriota_Actinobacteria	Actinobacteria	number	Class	16S rRNA (V4) assay		8.6e-05	0.988565	0.29932804483188	0.192251	0.494862	0.064503	2400			
EUPATH_0009253_Bacteria_Actinobacteriota_Coriobacteriia	Coriobacteriia	number	Class	16S rRNA (V4) assay		3.4e-05	0.266302	0.02603886010830	0.0182325	0.0332265	0.008516	2168			
EUPATH_0009253_Bacteria_Actinobacteriota_Thermoleophilia	Thermoleophilia	number	Class	16S rRNA (V4) assay		0.000148	0.000148	0.000148	0.000148			1	["0.000148"]		
EUPATH_0009253_Bacteria_Bacteroidota_Bacteroidia	Bacteroidia	number	Class	16S rRNA (V4) assay		3.8e-05	0.901706	0.08674277891314	0.024099	0.101747	0.003724	2095			
EUPATH_0009253_Bacteria_Bacteroidota_Rhodothermia	Rhodothermia	number	Class	16S rRNA (V4) assay		0.000258	0.000258	0.000258	0.000258			1	["0.000258"]		
EUPATH_0009253_Bacteria_Bdellovibrionota_Bdellovibrionia	Bdellovibrionia	number	Class	16S rRNA (V4) assay		6.1e-05	0.000174	0.000103	7.4e-05	0.000124	6.75e-05	3	["0.000061","0.000074","0.000174"]		
EUPATH_0009253_Bacteria_Campilobacterota_Campylobacteria	Campylobacteria	number	Class	16S rRNA (V4) assay		1.6e-05	0.154637	0.00324741153846	0.0003865	0.0013425	0.000166	430			
EUPATH_0009253_Bacteria_Chloroflexi_Chloroflexia	Chloroflexia	number	Class	16S rRNA (V4) assay		8.5e-05	0.000126	0.0001055	0.0001055	0.000126	8.5e-05	2	["0.000085","0.000126"]		
EUPATH_0009253_Bacteria_Cyanobacteria_Cyanobacteriia	Cyanobacteriia	number	Class	16S rRNA (V4) assay		2.5e-05	0.01779	0.00070048108108	0.00023	0.000522	0.000119	164			
EUPATH_0009253_Bacteria_Cyanobacteria_Vampirivibrionia	Vampirivibrionia	number	Class	16S rRNA (V4) assay		3e-05	0.003655	0.00044702453988	0.000226	0.000483	0.0001215	142			
EUPATH_0009253_Bacteria_Deferribacterota_Deferribacteres	Deferribacteres	number	Class	16S rRNA (V4) assay		0.000105	0.000105	0.000105	0.000105			1	["0.000105"]		
EUPATH_0009253_Bacteria_Deinococcota_Deinococci	Deinococci	number	Class	16S rRNA (V4) assay		0.000117	0.000126	0.0001215	0.0001215	0.000126	0.000117	2	["0.000117","0.000126"]		
EUPATH_0009253_Bacteria_Desulfobacterota_Desulfovibrionia	Desulfovibrionia	number	Class	16S rRNA (V4) assay		1.6e-05	0.025718	0.00155007262570	0.0005685	0.0016945	0.0002035	573			
EUPATH_0009253_Bacteria_Elusimicrobiota_Elusimicrobia	Elusimicrobia	number	Class	16S rRNA (V4) assay		5e-06	0.012324	0.00073535353535	0.000255	0.0006335	0.0001365	97			
EUPATH_0009253_Bacteria_Firmicutes_	unclassified Firmicutes	number	Class	16S rRNA (V4) assay		8.4e-05	0.000331	0.000194	0.000167	0.000249	0.0001255	3	["0.000084","0.000167","0.000331"]		
EUPATH_0009253_Bacteria_Firmicutes_Bacilli	Bacilli	number	Class	16S rRNA (V4) assay		0.000237	0.99976	0.19315608281573	0.13752	0.2642975	0.0616525	2408			
EUPATH_0009253_Bacteria_Firmicutes_Clostridia	Clostridia	number	Class	16S rRNA (V4) assay		2.9e-05	0.892295	0.32641915176624	0.310799	0.524059	0.091395	2283			
EUPATH_0009253_Bacteria_Firmicutes_Negativicutes	Negativicutes	number	Class	16S rRNA (V4) assay		2.2e-05	0.503149	0.03632346475327	0.012771	0.047186	0.001542	1883			
EUPATH_0009253_Bacteria_Fusobacteriota_Fusobacteriia	Fusobacteriia	number	Class	16S rRNA (V4) assay		1.6e-05	0.616328	0.00727784928717	0.000624	0.0025185	0.0001955	433			
EUPATH_0009253_Bacteria_Patescibacteria_Saccharimonadia	Saccharimonadia	number	Class	16S rRNA (V4) assay		8e-06	0.019306	0.00066239	0.0002025	0.0004725	0.000111	95			
EUPATH_0009253_Bacteria_Planctomycetota_Planctomycetes	Planctomycetes	number	Class	16S rRNA (V4) assay		7.4e-05	0.000134	0.000104	0.000104	0.000134	7.4e-05	2	["0.000074","0.000134"]		
EUPATH_0009253_Bacteria_Proteobacteria_	unclassified Proteobacteria	number	Class	16S rRNA (V4) assay		8.8e-05	8.8e-05	8.8e-05	8.8e-05			1	["0.000088"]		
EUPATH_0009253_Bacteria_Proteobacteria_Alphaproteobacteria	Alphaproteobacteria	number	Class	16S rRNA (V4) assay		1.6e-05	0.020465	0.00102031989247	0.0002685	0.0007755	0.000132	310			
EUPATH_0009253_Bacteria_Proteobacteria_Gammaproteobacteria	Gammaproteobacteria	number	Class	16S rRNA (V4) assay		2.6e-05	0.98846	0.06499386680761	0.020626	0.065001	0.00588	2321			
EUPATH_0009253_Bacteria_Spirochaetota_Brachyspirae	Brachyspirae	number	Class	16S rRNA (V4) assay		3.9e-05	0.001022	0.00030589285714	0.000188	0.000456	8.5e-05	28			
EUPATH_0009253_Bacteria_Spirochaetota_Spirochaetia	Spirochaetia	number	Class	16S rRNA (V4) assay		4.7e-05	0.030968	0.00216145378151	0.00076	0.001809	0.000261	118			
EUPATH_0009253_Bacteria_Sumerlaeota_Sumerlaeia	Sumerlaeia	number	Class	16S rRNA (V4) assay		0.000111	0.000319	0.000215	0.000215	0.000319	0.000111	2	["0.000111","0.000319"]		
EUPATH_0009253_Bacteria_Synergistota_Synergistia	Synergistia	number	Class	16S rRNA (V4) assay		2.9e-05	0.000804	0.00030633333333	0.0001105	0.00073	5.4e-05	6	["0.000029","0.000054","0.000077","0.000144","0.000730","0.000804"]		
EUPATH_0009253_Bacteria_Verrucomicrobiota_Chlamydiae	Chlamydiae	number	Class	16S rRNA (V4) assay		5.8e-05	0.007474	0.00245522222222	0.001978	0.003133	0.000408	9	["0.000058","0.000240","0.000408","0.001331","0.001978","0.002020","0.003133","0.005455","0.007474"]		
EUPATH_0009253_Bacteria_Verrucomicrobiota_Kiritimatiellae	Kiritimatiellae	number	Class	16S rRNA (V4) assay		3.7e-05	0.002217	0.00075373333333	0.000626	0.0011435	0.000109	14			
EUPATH_0009253_Bacteria_Verrucomicrobiota_Lentisphaeria	Lentisphaeria	number	Class	16S rRNA (V4) assay		4.3e-05	0.024916	0.00127533333333	0.000228	0.000747	0.00011	64			
EUPATH_0009253_Bacteria_Verrucomicrobiota_Verrucomicrobiae	Verrucomicrobiae	number	Class	16S rRNA (V4) assay		3e-05	0.102804	0.0037048828125	0.0004145	0.0018785	0.000176	124			
EUPATH_0009253_Bacteria_WPS_2_	unclassified WPS-2	number	Class	16S rRNA (V4) assay		0.000221	0.000221	0.000221	0.000221			1	["0.000221"]		
EUPATH_0009254	Order		Relative taxonomic abundance analysis	16S rRNA (V4) assay											
EUPATH_0009254_Archaea_Euryarchaeota_Methanobacteria_Methanobacteriales	Methanobacteriales	number	Order	16S rRNA (V4) assay		1.9e-05	0.025767	0.00258715441176	0.0007585	0.0025545	0.000229	258			
EUPATH_0009254_Bacteria_Abditibacteriota_Abditibacteria_Abditibacteriales	Abditibacteriales	number	Order	16S rRNA (V4) assay		7.4e-05	0.000297	0.0001855	0.0001855	0.000297	7.4e-05	2	["0.000074","0.000297"]		
EUPATH_0009254_Bacteria_Acidobacteriota_Blastocatellia_Blastocatellales	Blastocatellales	number	Order	16S rRNA (V4) assay		8.5e-05	8.5e-05	8.5e-05	8.5e-05			1	["0.000085"]		
EUPATH_0009254_Bacteria_Actinobacteriota_Actinobacteria_	unclassified Actinobacteria	number	Order	16S rRNA (V4) assay		6.6e-05	6.6e-05	6.6e-05	6.6e-05			1	["0.000066"]		
EUPATH_0009254_Bacteria_Actinobacteriota_Actinobacteria_Actinomycetales	Actinomycetales	number	Order	16S rRNA (V4) assay		2.5e-05	0.014006	0.00077857203751	0.000426	0.000835	0.000218	763			
EUPATH_0009254_Bacteria_Actinobacteriota_Actinobacteria_Bifidobacteriales	Bifidobacteriales	number	Order	16S rRNA (V4) assay		8.9e-05	0.988388	0.29908573846154	0.192179	0.495752	0.064205	2404			
EUPATH_0009254_Bacteria_Actinobacteriota_Actinobacteria_Corynebacteriales	Corynebacteriales	number	Order	16S rRNA (V4) assay		2e-05	0.01099	0.00033305114638	0.000175	0.00034	0.0001015	348			
EUPATH_0009254_Bacteria_Actinobacteriota_Actinobacteria_Kineosporiales	Kineosporiales	number	Order	16S rRNA (V4) assay		0.000184	0.000706	0.000445	0.000445	0.000706	0.000184	2	["0.000184","0.000706"]		
EUPATH_0009254_Bacteria_Actinobacteriota_Actinobacteria_Micrococcales	Micrococcales	number	Order	16S rRNA (V4) assay		1.8e-05	0.046339	0.00071033438486	0.000332	0.000755	0.000171	648			
EUPATH_0009254_Bacteria_Actinobacteriota_Actinobacteria_Propionibacteriales	Propionibacteriales	number	Order	16S rRNA (V4) assay		0.000145	0.000201	0.000173	0.000173	0.000201	0.000145	2	["0.000145","0.000201"]		
EUPATH_0009254_Bacteria_Actinobacteriota_Actinobacteria_Pseudonocardiales	Pseudonocardiales	number	Order	16S rRNA (V4) assay		5.9e-05	0.000587	0.000362	0.00044	0.0005135	0.0002495	3	["0.000059","0.000440","0.000587"]		
EUPATH_0009254_Bacteria_Actinobacteriota_Coriobacteriia_Coriobacteriales	Coriobacteriales	number	Order	16S rRNA (V4) assay		3.4e-05	0.266302	0.02603886010830	0.0182325	0.0332265	0.008516	2168			
EUPATH_0009254_Bacteria_Actinobacteriota_Thermoleophilia_Gaiellales	Gaiellales	number	Order	16S rRNA (V4) assay		0.000148	0.000148	0.000148	0.000148			1	["0.000148"]		
EUPATH_0009254_Bacteria_Bacteroidota_Bacteroidia_	unclassified Bacteroidia	number	Order	16S rRNA (V4) assay		1.6e-05	0.000332	0.00018666666667	0.000212	0.000272	0.000114	3	["0.000016","0.000212","0.000332"]		
EUPATH_0009254_Bacteria_Bacteroidota_Bacteroidia_Bacteroidales	Bacteroidales	number	Order	16S rRNA (V4) assay		3.8e-05	0.901706	0.08685480874826	0.024201	0.101904	0.003713	2089			
EUPATH_0009254_Bacteria_Bacteroidota_Bacteroidia_Chitinophagales	Chitinophagales	number	Order	16S rRNA (V4) assay		3.7e-05	0.003661	0.00064846153846	0.000257	0.000584	9.8e-05	13			
EUPATH_0009254_Bacteria_Bacteroidota_Bacteroidia_Cytophagales	Cytophagales	number	Order	16S rRNA (V4) assay		0.000679	0.000922	0.0008005	0.0008005	0.000922	0.000679	2	["0.000679","0.000922"]		
EUPATH_0009254_Bacteria_Bacteroidota_Bacteroidia_Flavobacteriales	Flavobacteriales	number	Order	16S rRNA (V4) assay		4.5e-05	0.020324	0.00089826190476	0.0002675	0.0006345	0.0001505	79			
EUPATH_0009254_Bacteria_Bacteroidota_Bacteroidia_Sphingobacteriales	Sphingobacteriales	number	Order	16S rRNA (V4) assay		2e-05	0.002903	0.0005042	0.0002645	0.00055	0.000118	38			
EUPATH_0009254_Bacteria_Bacteroidota_Rhodothermia_Rhodothermales	Rhodothermales	number	Order	16S rRNA (V4) assay		0.000258	0.000258	0.000258	0.000258			1	["0.000258"]		
EUPATH_0009254_Bacteria_Bdellovibrionota_Bdellovibrionia_Bdellovibrionales	Bdellovibrionales	number	Order	16S rRNA (V4) assay		6.1e-05	0.000174	0.000103	7.4e-05	0.000124	6.75e-05	3	["0.000061","0.000074","0.000174"]		
EUPATH_0009254_Bacteria_Campilobacterota_Campylobacteria_Campylobacterales	Campylobacterales	number	Order	16S rRNA (V4) assay		1.6e-05	0.154637	0.00324741153846	0.0003865	0.0013425	0.000166	430			
EUPATH_0009254_Bacteria_Chloroflexi_Chloroflexia_Thermomicrobiales	Thermomicrobiales	number	Order	16S rRNA (V4) assay		8.5e-05	0.000126	0.0001055	0.0001055	0.000126	8.5e-05	2	["0.000085","0.000126"]		
EUPATH_0009254_Bacteria_Cyanobacteria_Cyanobacteriia_Chloroplast	Chloroplast	number	Order	16S rRNA (V4) assay		2.5e-05	0.01779	0.00070048108108	0.00023	0.000522	0.000119	164			
EUPATH_0009254_Bacteria_Cyanobacteria_Vampirivibrionia_Gastranaerophilales	Gastranaerophilales	number	Order	16S rRNA (V4) assay		3e-05	0.003655	0.00044702453988	0.000226	0.000483	0.0001215	142			
EUPATH_0009254_Bacteria_Deferribacterota_Deferribacteres_Deferribacterales	Deferribacterales	number	Order	16S rRNA (V4) assay		0.000105	0.000105	0.000105	0.000105			1	["0.000105"]		
EUPATH_0009254_Bacteria_Deinococcota_Deinococci_Deinococcales	Deinococcales	number	Order	16S rRNA (V4) assay		0.000117	0.000126	0.0001215	0.0001215	0.000126	0.000117	2	["0.000117","0.000126"]		
EUPATH_0009254_Bacteria_Desulfobacterota_Desulfovibrionia_Desulfovibrionales	Desulfovibrionales	number	Order	16S rRNA (V4) assay		1.6e-05	0.025718	0.00155007262570	0.0005685	0.0016945	0.0002035	573			
EUPATH_0009254_Bacteria_Elusimicrobiota_Elusimicrobia_Elusimicrobiales	Elusimicrobiales	number	Order	16S rRNA (V4) assay		5e-06	0.012324	0.00073535353535	0.000255	0.0006335	0.0001365	97			
EUPATH_0009254_Bacteria_Firmicutes_	unclassified Firmicutes	number	Order	16S rRNA (V4) assay		8.4e-05	0.000331	0.000194	0.000167	0.000249	0.0001255	3	["0.000084","0.000167","0.000331"]		
EUPATH_0009254_Bacteria_Firmicutes_Bacilli_	unclassified Bacilli	number	Order	16S rRNA (V4) assay		7.8e-05	0.00027	0.000174	0.000174	0.00027	7.8e-05	2	["0.000078","0.000270"]		
EUPATH_0009254_Bacteria_Firmicutes_Bacilli_Acholeplasmatales	Acholeplasmatales	number	Order	16S rRNA (V4) assay		0.000144	0.000305	0.00020066666667	0.000153	0.000229	0.0001485	3	["0.000144","0.000153","0.000305"]		
EUPATH_0009254_Bacteria_Firmicutes_Bacilli_Bacillales	Bacillales	number	Order	16S rRNA (V4) assay		2.9e-05	0.030649	0.00181086956522	0.000444	0.0012495	0.0002365	107			
EUPATH_0009254_Bacteria_Firmicutes_Bacilli_Brevibacillales	Brevibacillales	number	Order	16S rRNA (V4) assay		3.1e-05	3.1e-05	3.1e-05	3.1e-05			1	["0.000031"]		
EUPATH_0009254_Bacteria_Firmicutes_Bacilli_Erysipelotrichales	Erysipelotrichales	number	Order	16S rRNA (V4) assay		4.9e-05	0.560118	0.02549288062721	0.017599	0.034538	0.006462	1931			
EUPATH_0009254_Bacteria_Firmicutes_Bacilli_Exiguobacterales	Exiguobacterales	number	Order	16S rRNA (V4) assay		0.000467	0.000467	0.000467	0.000467			1	["0.000467"]		
EUPATH_0009254_Bacteria_Firmicutes_Bacilli_Izemoplasmatales	Izemoplasmatales	number	Order	16S rRNA (V4) assay		5e-05	0.005318	0.00069121621622	0.000282	0.000737	0.000115	35			
EUPATH_0009254_Bacteria_Firmicutes_Bacilli_Lactobacillales	Lactobacillales	number	Order	16S rRNA (V4) assay		8.2e-05	0.99976	0.16790031993369	0.105135	0.230327	0.038499	2405			
EUPATH_0009254_Bacteria_Firmicutes_Bacilli_Mycoplasmatales	Mycoplasmatales	number	Order	16S rRNA (V4) assay		2.7e-05	0.668124	0.04120655345912	0.004164	0.0597025	0.000206	152			
EUPATH_0009254_Bacteria_Firmicutes_Bacilli_Paenibacillales	Paenibacillales	number	Order	16S rRNA (V4) assay		2.9e-05	2.9e-05	2.9e-05	2.9e-05			1	["0.000029"]		
EUPATH_0009254_Bacteria_Firmicutes_Bacilli_RF39	RF39	number	Order	16S rRNA (V4) assay		1.8e-05	0.03978	0.00407399450549	0.0013005	0.004624	0.000341	508			
EUPATH_0009254_Bacteria_Firmicutes_Bacilli_Staphylococcales	Staphylococcales	number	Order	16S rRNA (V4) assay		2.3e-05	0.204351	0.00443870833333	0.0003445	0.0011915	0.000167	361			
EUPATH_0009254_Bacteria_Firmicutes_Clostridia_	unclassified Clostridia	number	Order	16S rRNA (V4) assay		2.2e-05	0.015295	0.00139864640884	0.000561	0.001602	0.00019	170			
EUPATH_0009254_Bacteria_Firmicutes_Clostridia_Christensenellales	Christensenellales	number	Order	16S rRNA (V4) assay		2.4e-05	0.133412	0.00613951431127	0.0019275	0.005498	0.000633	1020			
EUPATH_0009254_Bacteria_Firmicutes_Clostridia_Clostridia_UCG_014	Clostridia UCG-014	number	Order	16S rRNA (V4) assay		8e-06	0.243118	0.01378062191358	0.004103	0.0146715	0.0010385	625			
EUPATH_0009254_Bacteria_Firmicutes_Clostridia_Clostridia_vadinBB60_group	Clostridia vadinBB60 group	number	Order	16S rRNA (V4) assay		5e-06	0.022773	0.00074703940887	0.00026	0.000551	0.0001395	176			
EUPATH_0009254_Bacteria_Firmicutes_Clostridia_Clostridiales	Clostridiales	number	Order	16S rRNA (V4) assay		4e-05	0.807464	0.03032129116945	0.0075835	0.0275015	0.00161	1589			
EUPATH_0009254_Bacteria_Firmicutes_Clostridia_Eubacteriales	Eubacteriales	number	Order	16S rRNA (V4) assay		2e-05	0.032145	0.00136562251656	0.000313	0.001053	0.0001415	142			
EUPATH_0009254_Bacteria_Firmicutes_Clostridia_Hungateiclostridiaceae	Hungateiclostridiaceae	number	Order	16S rRNA (V4) assay		1.7e-05	0.000161	8.7e-05	8.5e-05	0.0001535	2.05e-05	4	["0.000017","0.000024","0.000146","0.000161"]		
EUPATH_0009254_Bacteria_Firmicutes_Clostridia_Lachnospirales	Lachnospirales	number	Order	16S rRNA (V4) assay		5.3e-05	0.714287	0.15476524304606	0.131487	0.226389	0.054683	2181			
EUPATH_0009254_Bacteria_Firmicutes_Clostridia_Monoglobales	Monoglobales	number	Order	16S rRNA (V4) assay		2.5e-05	0.044984	0.00319098979592	0.0014105	0.003921	0.0003915	545			
EUPATH_0009254_Bacteria_Firmicutes_Clostridia_Oscillospirales	Oscillospirales	number	Order	16S rRNA (V4) assay		2.7e-05	0.65559	0.15499776276276	0.114763	0.245689	0.034557	1990			
EUPATH_0009254_Bacteria_Firmicutes_Clostridia_Peptococcales	Peptococcales	number	Order	16S rRNA (V4) assay		3.2e-05	0.015852	0.00122451851852	0.000323	0.001489	0.000147	167			
EUPATH_0009254_Bacteria_Firmicutes_Clostridia_Peptostreptococcales_Tissierellales	Peptostreptococcales-Tissierellales	number	Order	16S rRNA (V4) assay		2.8e-05	0.409339	0.01523670907248	0.005927	0.017719	0.00162	1859			
EUPATH_0009254_Bacteria_Firmicutes_Negativicutes_Acidaminococcales	Acidaminococcales	number	Order	16S rRNA (V4) assay		2e-05	0.018913	0.00119167399267	0.000599	0.001389	0.000244	252			
EUPATH_0009254_Bacteria_Firmicutes_Negativicutes_Veillonellales_Selenomonadales	Veillonellales-Selenomonadales	number	Order	16S rRNA (V4) assay		2.2e-05	0.503149	0.03623262613522	0.0126205	0.047186	0.001495	1879			
EUPATH_0009254_Bacteria_Fusobacteriota_Fusobacteriia_Fusobacteriales	Fusobacteriales	number	Order	16S rRNA (V4) assay		1.6e-05	0.616328	0.00727784928717	0.000624	0.0025185	0.0001955	433			
EUPATH_0009254_Bacteria_Patescibacteria_Saccharimonadia_Saccharimonadales	Saccharimonadales	number	Order	16S rRNA (V4) assay		8e-06	0.019306	0.00066239	0.0002025	0.0004725	0.000111	95			
EUPATH_0009254_Bacteria_Planctomycetota_Planctomycetes_Pirellulales	Pirellulales	number	Order	16S rRNA (V4) assay		7.4e-05	0.000134	0.000104	0.000104	0.000134	7.4e-05	2	["0.000074","0.000134"]		
EUPATH_0009254_Bacteria_Proteobacteria_	unclassified Proteobacteria	number	Order	16S rRNA (V4) assay		8.8e-05	8.8e-05	8.8e-05	8.8e-05			1	["0.000088"]		
EUPATH_0009254_Bacteria_Proteobacteria_Alphaproteobacteria_	unclassified Alphaproteobacteria	number	Order	16S rRNA (V4) assay		8.9e-05	0.000802	0.00037266666667	0.000227	0.0005145	0.000158	3	["0.000089","0.000227","0.000802"]		
EUPATH_0009254_Bacteria_Proteobacteria_Alphaproteobacteria_Acetobacterales	Acetobacterales	number	Order	16S rRNA (V4) assay		4.2e-05	0.000131	8.7e-05	8.75e-05	0.000124	5e-05	4	["0.000042","0.000058","0.000117","0.000131"]		
EUPATH_0009254_Bacteria_Proteobacteria_Alphaproteobacteria_Caulobacterales	Caulobacterales	number	Order	16S rRNA (V4) assay		1.8e-05	0.005773	0.00042534782609	9.8e-05	0.000282	4.85e-05	21			
EUPATH_0009254_Bacteria_Proteobacteria_Alphaproteobacteria_Micavibrionales	Micavibrionales	number	Order	16S rRNA (V4) assay		6.7e-05	6.7e-05	6.7e-05	6.7e-05			1	["0.000067"]		
EUPATH_0009254_Bacteria_Proteobacteria_Alphaproteobacteria_Paracaedibacterales	Paracaedibacterales	number	Order	16S rRNA (V4) assay		7.4e-05	0.002577	0.0010942	0.000604	0.002029	0.000187	5	["0.000074","0.000187","0.000604","0.002029","0.002577"]		
EUPATH_0009254_Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales	Rhizobiales	number	Order	16S rRNA (V4) assay		1.6e-05	0.004833	0.00048863888889	0.0002265	5e-04	5.3e-05	33			
EUPATH_0009254_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales	Rhodobacterales	number	Order	16S rRNA (V4) assay		2.6e-05	0.019624	0.00123269811321	0.000286	0.001227	0.000121	53			
EUPATH_0009254_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales	Rhodospirillales	number	Order	16S rRNA (V4) assay		4.2e-05	0.01996	0.00147077669903	0.000315	0.0009295	0.000131	97			
EUPATH_0009254_Bacteria_Proteobacteria_Alphaproteobacteria_Rickettsiales	Rickettsiales	number	Order	16S rRNA (V4) assay		2e-05	0.010824	0.00059003517588	0.00023	0.000518	0.000124	173			
EUPATH_0009254_Bacteria_Proteobacteria_Alphaproteobacteria_Sphingomonadales	Sphingomonadales	number	Order	16S rRNA (V4) assay		2.7e-05	0.004355	0.00060761111111	0.0003735	0.000654	0.000122	18			
