iri	label	type	parentlabel	category	definition	min	max	average	median	upper_quartile	lower_quartile	number_distinct_values	distinct_values	variable	replaces
UBERON_0000061	Host body site	string	Participant	Sample	name of body site where the sample was obtained from							15	["Buccal mucosa","Central vagina","Colon","External ear","Gingiva","Oral cavity","Palate","Palatine tonsil","Posterior fornix of vagina","Skin of elbos","Skin of nose","Throat","Tongue","Tooth","Vaginal introitus"]	["EcoCF.txt::body_site","EMP_1927_HMP_V13.txt::body_site","MORDOR_metatranscriptome.txt::host_body_site","ENTiCE.txt::body_site","MALED_diarrhea.txt::body_site","NICUDischarge.txt::body_site","UgandaMaternal.txt::body_site","Malaysia_Helminth.txt::body_site","StLouisNICU.txt::body_site","PIH_Uganda.txt::body_site","Bangladesh_healthy_5yr.txt::body_site","DiabImmune.txt::body_site","MALED_healthy.txt::body_site","CAMP.txt::body_site","EMP_797_Song_Family.txt::body_site","EMP_1064_Bee_Microbiome.txt::body_site","DailyBaby.txt::body_site","Resistome.txt::body_site","HMPWgs.txt::body_site","EMP_1928_HMP_V35.txt::body_site","AnophelesAlbimanus.txt::body_site","NICUNEC.txt::body_site","EMP_2192_Gilbert_House.txt::body_site","Ciara_V1V3.txt::body_site","Ciara_V4.txt::body_site","BONUS.txt::body_site","GEMS.txt::body_site","EMP_10249_ECAM.txt::body_site","FARMM_metagenomics.txt::host_body_site"]	
UBERON_0000463	Host body product	string	Participant	Sample	substance produced by the body, e.g. stool, mucus, where the sample was obtained from. For Foundational Model of Anatomy Ontology (FMA) (v 3.1) terms, please see http://purl.bioontology.org/ontology/FMA							6	["Feces","Mucus","Saliva","Sebum","Subgingival dental plaque","Supragingival dental plaque"]	["EMP_1927_HMP_V13.txt::body_product","GEMS.txt::body_product","CAMP.txt::body_product","NICUDischarge.txt::body_product","EMP_1928_HMP_V35.txt::body_product","EcoCF.txt::body_product","Ciara_V4.txt::body_product","MALED_diarrhea.txt::body_product","EMP_1064_Bee_Microbiome.txt::body_product","EMP_10249_ECAM.txt::body_product","ENTiCE.txt::body_product","PIH_Uganda.txt::body_product","UgandaMaternal.txt::body_product","MORDOR_metatranscriptome.txt::host_body_product","DiabImmune.txt::body_product","MALED_healthy.txt::body_product","HMPWgs.txt::body_product","FARMM_metagenomics.txt::host_body_product","Resistome.txt::body_product","BONUS.txt::body_product","EMP_2192_Gilbert_House.txt::body_product","EMP_797_Song_Family.txt::body_product","Bangladesh_healthy_5yr.txt::body_product","Malaysia_Helminth.txt::body_product","Ciara_V1V3.txt::body_product","StLouisNICU.txt::body_product","NICUNEC.txt::body_product","DailyBaby.txt::body_product"]	
UBERON_0000466	Host body habitat	string	Participant	Sample	original body habitat where the sample was obtained from							4	["Colon","Oral cavity","Skin","Vagina"]	["EMP_1927_HMP_V13.txt::body_habitat","Resistome.txt::body_habitat","NICUDischarge.txt::body_habitat","EcoCF.txt::body_habitat","UgandaMaternal.txt::body_habitat","BONUS.txt::body_habitat","NICUNEC.txt::body_habitat","FARMM_metagenomics.txt::body_habitat","GEMS.txt::body_habitat","AnophelesAlbimanus.txt::body_habitat","HMPWgs.txt::body_habitat","PIH_Uganda.txt::body_habitat","EMP_797_Song_Family.txt::body_habitat","EMP_2192_Gilbert_House.txt::body_habitat","Ciara_V4.txt::body_habitat","Bangladesh_healthy_5yr.txt::body_habitat","StLouisNICU.txt::body_habitat","MALED_healthy.txt::body_habitat","Ciara_V1V3.txt::body_habitat","EMP_1064_Bee_Microbiome.txt::body_habitat","EMP_10249_ECAM.txt::body_habitat","EMP_1928_HMP_V35.txt::body_habitat","ENTiCE.txt::body_habitat","DailyBaby.txt::body_habitat","MALED_diarrhea.txt::body_habitat","Malaysia_Helminth.txt::body_habitat","DiabImmune.txt::body_habitat","CAMP.txt::body_habitat"]	
EUPATH_0009251	Kingdom		Relative taxonomic abundance analysis	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of kingdom.										
EUPATH_0009252	Phylum		Relative taxonomic abundance analysis	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.										
EUPATH_0009253	Class		Relative taxonomic abundance analysis	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.										
EUPATH_0009254	Order		Relative taxonomic abundance analysis	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of order.										
EUPATH_0009255	Family		Relative taxonomic abundance analysis	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of family.										
EUPATH_0009256	Genus		Relative taxonomic abundance analysis	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of genus.										
EUPATH_0009257	Species		Relative taxonomic abundance analysis	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.										
EUPATH_0009250	Relative taxonomic abundance analysis		Data analysis	16S rRNA (V3-V5) assay	A data transformation of input sequence data to obtain the fraction of relative abundance of organisms.										
EUPATH_0009351	Kingdom		Absolute taxonomic abundance analysis	16S rRNA (V3-V5) assay	A data item that is the output of an absolute taxonomic abundance analysis for organisms grouped at the level of kingdom.										
EUPATH_0009352	Phylum		Absolute taxonomic abundance analysis	16S rRNA (V3-V5) assay	A data item that is the output of an absolute taxonomic abundance analysis for organisms grouped at the level of phylum.										
EUPATH_0009353	Class		Absolute taxonomic abundance analysis	16S rRNA (V3-V5) assay	A data item that is the output of an absolute taxonomic abundance analysis for organisms grouped at the level of class.										
EUPATH_0009354	Order		Absolute taxonomic abundance analysis	16S rRNA (V3-V5) assay	A data item that is the output of an absolute taxonomic abundance analysis for organisms grouped at the level of order.										
EUPATH_0009355	Family		Absolute taxonomic abundance analysis	16S rRNA (V3-V5) assay	A data item that is the output of an absolute taxonomic abundance analysis for organisms grouped at the level of family.										
EUPATH_0009356	Genus		Absolute taxonomic abundance analysis	16S rRNA (V3-V5) assay	A data item that is the output of an absolute taxonomic abundance analysis for organisms grouped at the level of genus.										
EUPATH_0009357	Species		Absolute taxonomic abundance analysis	16S rRNA (V3-V5) assay	A data item that is the output of an absolute taxonomic abundance analysis for organisms grouped at the level of species.										
EUPATH_0009251_Archaea	Archaea	number	Kingdom	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of kingdom.	0.000392	0.018561	0.0036358125	0.001562	0.0049845	0.0007225	16			
EUPATH_0009251_Eukaryota	Eukaryota	number	Kingdom	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of kingdom.	5.4e-05	0.085521	0.00420960674157	0.001424	0.003407	0.000726	88			
EUPATH_0009251_Bacteria	Bacteria	number	Kingdom	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of kingdom.	0.914479	1	0.99992075668253	1	1	1	103			
EUPATH_0009252_Bacteria_Abditibacteriota	Abditibacteriota	number	Phylum	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	0.000688	0.000845	0.00075866666667	0.000743	0.000794	0.0007155	3	["0.000688","0.000743","0.000845"]		
EUPATH_0009252_Bacteria_Acidobacteriota	Acidobacteriota	number	Phylum	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	0.000133	0.04955	0.00382135714286	0.001602	0.0039535	0.0006385	56			
EUPATH_0009252_Bacteria_Bacteroidota	Bacteroidota	number	Phylum	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	9.8e-05	0.991752	0.16706897081058	0.1185865	0.230626	0.027505	4675			
EUPATH_0009252_Bacteria_Planctomycetota	Planctomycetota	number	Phylum	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	0.000301	0.004937	0.00144875	0.00099	0.001752	0.000434	8	["0.000301","0.000342","0.000526","0.000790","0.001190","0.001279","0.002225","0.004937"]		
EUPATH_0009252_Bacteria_SAR324_clade_Marine_group_B_	SAR324 clade(Marine group B)	number	Phylum	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	0.0033	0.0033	0.0033	0.0033			1	["0.003300"]		
EUPATH_0009252_Bacteria_Verrucomicrobiota	Verrucomicrobiota	number	Phylum	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	3.2e-05	0.144864	0.00838297520661	0.002045	0.00619	0.00081	119			
EUPATH_0009252_Bacteria_Armatimonadota	Armatimonadota	number	Phylum	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	8.1e-05	0.016321	0.00407915	0.0027555	0.005017	0.0015	20			
EUPATH_0009252_Bacteria_Gemmatimonadota	Gemmatimonadota	number	Phylum	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	0.000285	0.02439	0.00396925	0.002294	0.0053475	0.0005955	24			
EUPATH_0009252_Bacteria_Myxococcota	Myxococcota	number	Phylum	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	0.000211	0.025126	0.00416603125	0.0012835	0.003294	0.0005475	32			
EUPATH_0009252_Bacteria_Cyanobacteria	Cyanobacteria	number	Phylum	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	4.6e-05	0.914863	0.02186040428380	0.003767	0.0119275	0.001107	716			
EUPATH_0009252_Bacteria_Elusimicrobiota	Elusimicrobiota	number	Phylum	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	0.000305	0.000305	0.000305	0.000305			1	["0.000305"]		
EUPATH_0009252_Bacteria_Nitrospirota	Nitrospirota	number	Phylum	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	0.000151	0.000699	0.00039475	0.0003645	0.000592	0.0001975	4	["0.000151","0.000244","0.000485","0.000699"]		
EUPATH_0009252_Eukaryota_Archaeplastida	Archaeplastida	number	Phylum	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	5.4e-05	0.007611	0.00230923076923	0.001273	0.003407	0.000651	13			
EUPATH_0009252_Bacteria_Actinobacteriota	Actinobacteriota	number	Phylum	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	6.7e-05	1	0.25903458049887	0.097384	0.4231285	0.0296545	4795			
EUPATH_0009252_Bacteria_Campilobacterota	Campilobacterota	number	Phylum	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	8.6e-05	0.661098	0.01378789423535	0.007265	0.016074	0.0030615	2003			
EUPATH_0009252_Bacteria_Dependentiae	Dependentiae	number	Phylum	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	0.000619	0.000619	0.000619	0.000619			1	["0.000619"]		
EUPATH_0009252_Bacteria_NB1_j	NB1-j	number	Phylum	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	0.000699	0.000699	0.000699	0.000699			1	["0.000699"]		
EUPATH_0009252_Bacteria_Spirochaetota	Spirochaetota	number	Phylum	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	0.000123	0.25979	0.01556927297543	0.003919	0.0137425	0.001301	1034			
EUPATH_0009252_Bacteria_Bdellovibrionota	Bdellovibrionota	number	Phylum	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	5.6e-05	0.047297	0.00661529411765	0.001667	0.0075225	0.0006785	50			
EUPATH_0009252_Bacteria_Chloroflexi	Chloroflexi	number	Phylum	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	6.5e-05	0.03876	0.00487811842105	0.002427	0.006965	0.0007535	76			
EUPATH_0009252_Bacteria_Proteobacteria	Proteobacteria	number	Phylum	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	9.7e-05	1	0.14643234575528	0.1071915	0.222792	0.028076	4949			
EUPATH_0009252_Bacteria_Synergistota	Synergistota	number	Phylum	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	0.000103	0.106058	0.00637551851852	0.002901	0.006242	0.001405	266			
EUPATH_0009252_Eukaryota_Discoba	Discoba	number	Phylum	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	0.000163	0.028357	0.00264463157895	0.001313	0.002605	0.000679	56			
EUPATH_0009252_Eukaryota_SAR	SAR	number	Phylum	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	0.000362	0.085521	0.00692471428571	0.002231	0.0042185	0.000874	28			
EUPATH_0009252_Archaea_Euryarchaeota	Euryarchaeota	number	Phylum	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	0.000392	0.018561	0.0036358125	0.001562	0.0049845	0.0007225	16			
EUPATH_0009252_Bacteria_Firmicutes	Firmicutes	number	Phylum	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	0.002339	1	0.41629767058824	0.3726955	0.5928225	0.196442	5335			
EUPATH_0009252_Bacteria_Fusobacteriota	Fusobacteriota	number	Phylum	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	5.6e-05	0.829268	0.09051700159744	0.055299	0.1394475	0.014345	3692			
EUPATH_0009252_Bacteria_WPS_2	WPS-2	number	Phylum	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	0.000336	0.007907	0.00204533333333	0.001003	0.001593	0.00043	6	["0.000336","0.000430","0.000509","0.001497","0.001593","0.007907"]		
EUPATH_0009252_Bacteria_Desulfobacterota	Desulfobacterota	number	Phylum	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	0.000111	0.015	0.00143986567164	0.000835	0.0015685	0.000575	65			
EUPATH_0009252_Bacteria_Deinococcota	Deinococcota	number	Phylum	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	0.000104	0.069187	0.007014275	0.0016045	0.0069145	0.000639	80			
EUPATH_0009252_Bacteria_Patescibacteria	Patescibacteria	number	Phylum	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	6.5e-05	0.164167	0.00403022971114	0.001507	0.004272	0.000658	682			
EUPATH_0009253_Archaea_Euryarchaeota_Methanobacteria	Methanobacteria	number	Class	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	0.000392	0.018561	0.0036358125	0.001562	0.0049845	0.0007225	16			
EUPATH_0009253_Bacteria_Actinobacteriota_Acidimicrobiia	Acidimicrobiia	number	Class	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	8.1e-05	0.033333	0.00334939024390	0.000927	0.002123	0.000437	41			
EUPATH_0009253_Bacteria_Actinobacteriota_Thermoleophilia	Thermoleophilia	number	Class	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	0.000141	0.049566	0.00443095061728	0.001512	0.006763	0.000545	79			
EUPATH_0009253_Bacteria_Bacteroidota_Rhodothermia	Rhodothermia	number	Class	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	0.000927	0.001163	0.001045	0.001045	0.001163	0.000927	2	["0.000927","0.001163"]		
EUPATH_0009253_Bacteria_Bdellovibrionota_Bdellovibrionia	Bdellovibrionia	number	Class	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	0.000133	0.028947	0.0056399	0.001465	0.00243	0.000316	10	["0.000133","0.000201","0.000316","0.001012","0.001210","0.001720","0.001843","0.002430","0.018587","0.028947"]		
EUPATH_0009253_Bacteria_Chloroflexi_Anaerolineae	Anaerolineae	number	Class	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	6.5e-05	0.008015	0.001859	0.0010035	0.002574	0.000379	22			
EUPATH_0009253_Bacteria_Acidobacteriota_Holophagae	Holophagae	number	Class	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	0.001951	0.001951	0.001951	0.001951			1	["0.001951"]		
EUPATH_0009253_Bacteria_Acidobacteriota_Thermoanaerobaculia	Thermoanaerobaculia	number	Class	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	0.001893	0.001893	0.001893	0.001893			1	["0.001893"]		
EUPATH_0009253_Bacteria_Actinobacteriota_Coriobacteriia	Coriobacteriia	number	Class	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	8.1e-05	0.53494	0.00818774317618	0.0031565	0.006629	0.001411	1486			
EUPATH_0009253_Bacteria_Armatimonadota_Fimbriimonadia	Fimbriimonadia	number	Class	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	8.1e-05	0.016321	0.00407915	0.0027555	0.005017	0.0015	20			
EUPATH_0009253_Bacteria_Cyanobacteria_Cyanobacteriia	Cyanobacteriia	number	Class	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	4.6e-05	0.914863	0.02431730769231	0.004182	0.013231	0.001208	627			
EUPATH_0009253_Bacteria_Firmicutes_Clostridia	Clostridia	number	Class	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	7.5e-05	0.885655	0.06195591286124	0.030919	0.071782	0.009975	4392			
EUPATH_0009253_Bacteria_Firmicutes_Desulfitobacteriia	Desulfitobacteriia	number	Class	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	0.00067	0.00067	0.00067	0.00067			1	["0.000670"]		
EUPATH_0009253_Bacteria_Firmicutes_Desulfotomaculia	Desulfotomaculia	number	Class	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	0.000126	0.000126	0.000126	0.000126			1	["0.000126"]		
EUPATH_0009253_Bacteria_Firmicutes_Limnochordia	Limnochordia	number	Class	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	0.000419	0.059	0.01898816666667	0.001282	0.051338	0.000608	6	["0.000419","0.000608","0.001068","0.001496","0.051338","0.059000"]		
EUPATH_0009253_Bacteria_Firmicutes_Symbiobacteriia	Symbiobacteriia	number	Class	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	0.00081	0.00081	0.00081	0.00081			1	["0.000810"]		
EUPATH_0009253_Bacteria_Fusobacteriota_Fusobacteriia	Fusobacteriia	number	Class	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	5.6e-05	0.829268	0.09051700159744	0.055299	0.1394475	0.014345	3692			
EUPATH_0009253_Bacteria_Myxococcota_bacteriap25	bacteriap25	number	Class	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	0.000244	0.000244	0.000244	0.000244			1	["0.000244"]		
EUPATH_0009253_Bacteria_Spirochaetota_Brachyspirae	Brachyspirae	number	Class	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	0.001133	0.001133	0.001133	0.001133			1	["0.001133"]		
EUPATH_0009253_Bacteria_Actinobacteriota_	unclassified Actinobacteriota	number	Class	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	0.000239	0.031532	0.01074966666667	0.000478	0.016005	0.0003585	3	["0.000239","0.000478","0.031532"]		
EUPATH_0009253_Bacteria_Chloroflexi_Gitt_GS_136	Gitt-GS-136	number	Class	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	0.000122	0.027487	0.00565025	0.0025105	0.0052185	0.0010675	8	["0.000122","0.000785","0.001350","0.001632","0.003389","0.004170","0.006267","0.027487"]		
EUPATH_0009253_Bacteria_Chloroflexi_TK10	TK10	number	Class	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	0.001226	0.005186	0.003206	0.003206	0.005186	0.001226	2	["0.001226","0.005186"]		
EUPATH_0009253_Bacteria_Desulfobacterota_Desulfovibrionia	Desulfovibrionia	number	Class	16S rRNA (V3-V5) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	0.000111	0.015	0.00150849152542	0.000835	0.0016095	0.000592	57			
