iri	label	type	parentlabel	category	definition	min	max	average	median	upper_quartile	lower_quartile	number_distinct_values	distinct_values	variable	replaces
OBI_0003069	Sequencing		Sequencing assay	Sample	A protocol that, when concretized, is realized in an assay that uses chemical or biological means to infer the sequence of a biomaterial.										EUPATH_0000603
ENVO_01000739	Habitat	string	Environment information	Sample	An environmental system which can sustain and allow the growth of an ecological population.							1	["Human"]	["EMP_1064_Bee_Microbiome.txt::env_feature","StLouisNICU.txt::env_feature","DailyBaby.txt::env_feature","EMP_1928_HMP_V35.txt::env_feature","EcoCF.txt::env_feature","BONUS.txt::env_feature","Resistome.txt::env_feature","EMP_2192_Gilbert_House.txt::env_feature","CAMP.txt::env_feature","EMP_797_Song_Family.txt::env_feature","NICUNEC.txt::env_feature","NICUDischarge.txt::env_feature","Bangladesh_healthy_5yr.txt::env_feature","Ciara_V1V3.txt::env_feature","MALED_healthy.txt::env_feature","PIH_Uganda.txt::env_feature","MALED_diarrhea.txt::env_feature","GEMS.txt::env_feature","MORDOR_metatranscriptome.txt::body_habitat","UgandaMaternal.txt::env_feature","Ciara_V4.txt::env_feature","EMP_1927_HMP_V13.txt::env_feature","DiabImmune.txt::env_feature","EMP_10249_ECAM.txt::env_feature","HMPWgs.txt::env_feature","AnophelesAlbimanus.txt::env_feature","FARMM_metagenomics.txt::env_feature","ENTiCE.txt::env_feature"]	ENVO_00002297
OBI_0100051	Sample type	string	Sample details	Sample	A material entity that has the specimen role.							2	["cerebrospinal fluid","Cerebrospinal fluid"]	["EMP_2192_Gilbert_House.txt::sample_type","EMP_1928_HMP_V35.txt::sample_type","EMP_1064_Bee_Microbiome.txt::sample_type","Ciara_V1V3.txt::sample_type","DailyBaby.txt::sample_type","PIH_Uganda.txt::sample_type","EMP_1927_HMP_V13.txt::sample_type","Resistome.txt::sample_type","NICUDischarge.txt::sample_type","DiabImmune.txt::sample_type","Malaysia_Helminth.txt::sample_type","StLouisNICU.txt::sample_type","MORDOR_metatranscriptome.txt::sample_type","Bangladesh_healthy_5yr.txt::sample_type","FARMM_metagenomics.txt::sample_type","EMP_10249_ECAM.txt::sample_type","EcoCF.txt::sample_type","MALED_healthy.txt::sample_type","UgandaMaternal.txt::Sample type","HMPWgs.txt::sample_type","ENTiCE.txt::sample_type","Ciara_V4.txt::sample_type","BONUS.txt::sample_type","EMP_797_Song_Family.txt::sample_type","GEMS.txt::sample_type","MALED_diarrhea.txt::sample_type","AnophelesAlbimanus.txt::sample_type","NICUNEC.txt::sample_type","CAMP.txt::sample_type"]	
SO_0001000	Region of 16S rRNA sequenced	string	Sequencing	Sample	Cytosolic 16S rRNA is an RNA component of the small subunit of cytosolic ribosomes in prokaryotes.							1	["V1-V2"]	["Ciara_V1V3.txt::region","MALED_diarrhea.txt::region","ENTiCE.txt::region","EMP_2192_Gilbert_House.txt::region","EcoCF.txt::region","PIH_Uganda.txt::region","Ciara_V4.txt::region","Bangladesh_healthy_5yr.txt::region","CAMP.txt::region","EMP_797_Song_Family.txt::region","GEMS.txt::region","EMP_1928_HMP_V35.txt::region","MALED_healthy.txt::region","EMP_10249_ECAM.txt::region","StLouisNICU.txt::region","DailyBaby.txt::region","AnophelesAlbimanus.txt::region","EMP_1927_HMP_V13.txt::region"]	
UBERON_0000061	Host body site	string	Participant	Sample	name of body site where the sample was obtained from							2	["Spinal cord","spinal cord"]	["EcoCF.txt::body_site","EMP_1927_HMP_V13.txt::body_site","MORDOR_metatranscriptome.txt::host_body_site","ENTiCE.txt::body_site","MALED_diarrhea.txt::body_site","NICUDischarge.txt::body_site","UgandaMaternal.txt::body_site","Malaysia_Helminth.txt::body_site","StLouisNICU.txt::body_site","PIH_Uganda.txt::body_site","Bangladesh_healthy_5yr.txt::body_site","DiabImmune.txt::body_site","MALED_healthy.txt::body_site","CAMP.txt::body_site","EMP_797_Song_Family.txt::body_site","EMP_1064_Bee_Microbiome.txt::body_site","DailyBaby.txt::body_site","Resistome.txt::body_site","HMPWgs.txt::body_site","EMP_1928_HMP_V35.txt::body_site","AnophelesAlbimanus.txt::body_site","NICUNEC.txt::body_site","EMP_2192_Gilbert_House.txt::body_site","Ciara_V1V3.txt::body_site","Ciara_V4.txt::body_site","BONUS.txt::body_site","GEMS.txt::body_site","EMP_10249_ECAM.txt::body_site","FARMM_metagenomics.txt::host_body_site"]	
UBERON_0000463	Host body product	string	Participant	Sample	substance produced by the body, e.g. stool, mucus, where the sample was obtained from. For Foundational Model of Anatomy Ontology (FMA) (v 3.1) terms, please see http://purl.bioontology.org/ontology/FMA							2	["Cerebrospinal fluid","UBERON:cerebrospinal fluid"]	["EMP_1927_HMP_V13.txt::body_product","GEMS.txt::body_product","CAMP.txt::body_product","NICUDischarge.txt::body_product","EMP_1928_HMP_V35.txt::body_product","EcoCF.txt::body_product","Ciara_V4.txt::body_product","MALED_diarrhea.txt::body_product","EMP_1064_Bee_Microbiome.txt::body_product","EMP_10249_ECAM.txt::body_product","ENTiCE.txt::body_product","PIH_Uganda.txt::body_product","UgandaMaternal.txt::body_product","MORDOR_metatranscriptome.txt::host_body_product","DiabImmune.txt::body_product","MALED_healthy.txt::body_product","HMPWgs.txt::body_product","FARMM_metagenomics.txt::host_body_product","Resistome.txt::body_product","BONUS.txt::body_product","EMP_2192_Gilbert_House.txt::body_product","EMP_797_Song_Family.txt::body_product","Bangladesh_healthy_5yr.txt::body_product","Malaysia_Helminth.txt::body_product","Ciara_V1V3.txt::body_product","StLouisNICU.txt::body_product","NICUNEC.txt::body_product","DailyBaby.txt::body_product"]	
UBERON_0000466	Host body habitat	string	Participant	Sample	original body habitat where the sample was obtained from							2	["Spinal cord","spinal cord"]	["EMP_1927_HMP_V13.txt::body_habitat","Resistome.txt::body_habitat","NICUDischarge.txt::body_habitat","EcoCF.txt::body_habitat","UgandaMaternal.txt::body_habitat","BONUS.txt::body_habitat","NICUNEC.txt::body_habitat","FARMM_metagenomics.txt::body_habitat","GEMS.txt::body_habitat","AnophelesAlbimanus.txt::body_habitat","HMPWgs.txt::body_habitat","PIH_Uganda.txt::body_habitat","EMP_797_Song_Family.txt::body_habitat","EMP_2192_Gilbert_House.txt::body_habitat","Ciara_V4.txt::body_habitat","Bangladesh_healthy_5yr.txt::body_habitat","StLouisNICU.txt::body_habitat","MALED_healthy.txt::body_habitat","Ciara_V1V3.txt::body_habitat","EMP_1064_Bee_Microbiome.txt::body_habitat","EMP_10249_ECAM.txt::body_habitat","EMP_1928_HMP_V35.txt::body_habitat","ENTiCE.txt::body_habitat","DailyBaby.txt::body_habitat","MALED_diarrhea.txt::body_habitat","Malaysia_Helminth.txt::body_habitat","DiabImmune.txt::body_habitat","CAMP.txt::body_habitat"]	
EUPATH_0009251	Kingdom		Relative taxonomic abundance analysis	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of kingdom.										
EUPATH_0009252	Phylum		Relative taxonomic abundance analysis	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.										
EUPATH_0009253	Class		Relative taxonomic abundance analysis	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.										
EUPATH_0009254	Order		Relative taxonomic abundance analysis	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of order.										
EUPATH_0009255	Family		Relative taxonomic abundance analysis	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of family.										
EUPATH_0009256	Genus		Relative taxonomic abundance analysis	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of genus.										
EUPATH_0009257	Species		Relative taxonomic abundance analysis	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.										
EUPATH_0009250	Relative taxonomic abundance analysis		Data analysis	16S rRNA (V1-V2) assay	A data transformation of input sequence data to obtain the fraction of relative abundance of organisms.										
EUPATH_0009351	Kingdom		Absolute taxonomic abundance analysis	16S rRNA (V1-V2) assay	A data item that is the output of an absolute taxonomic abundance analysis for organisms grouped at the level of kingdom.										
EUPATH_0009352	Phylum		Absolute taxonomic abundance analysis	16S rRNA (V1-V2) assay	A data item that is the output of an absolute taxonomic abundance analysis for organisms grouped at the level of phylum.										
EUPATH_0009353	Class		Absolute taxonomic abundance analysis	16S rRNA (V1-V2) assay	A data item that is the output of an absolute taxonomic abundance analysis for organisms grouped at the level of class.										
EUPATH_0009354	Order		Absolute taxonomic abundance analysis	16S rRNA (V1-V2) assay	A data item that is the output of an absolute taxonomic abundance analysis for organisms grouped at the level of order.										
EUPATH_0009355	Family		Absolute taxonomic abundance analysis	16S rRNA (V1-V2) assay	A data item that is the output of an absolute taxonomic abundance analysis for organisms grouped at the level of family.										
EUPATH_0009356	Genus		Absolute taxonomic abundance analysis	16S rRNA (V1-V2) assay	A data item that is the output of an absolute taxonomic abundance analysis for organisms grouped at the level of genus.										
EUPATH_0009357	Species		Absolute taxonomic abundance analysis	16S rRNA (V1-V2) assay	A data item that is the output of an absolute taxonomic abundance analysis for organisms grouped at the level of species.										
EUPATH_0009251_Eukaryota	Eukaryota	number	Kingdom	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of kingdom.	8e-05	0.015925	0.00391072727273	0.002518	0.005586	0.000284	22			
EUPATH_0009251_Bacteria	Bacteria	number	Kingdom	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of kingdom.	0.984075	1	0.99906482608696	1	1	1	23			
EUPATH_0009252_Bacteria_Abditibacteriota	Abditibacteriota	number	Phylum	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	0.003916	0.003916	0.003916	0.003916			1	["0.003916"]		
EUPATH_0009252_Bacteria_Bacteroidota	Bacteroidota	number	Phylum	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	0.000316	0.35988	0.03668645901639	0.014735	0.04612	0.005755	61			
EUPATH_0009252_Bacteria_Cloacimonadota	Cloacimonadota	number	Phylum	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	0.0016	0.022805	0.00575581818182	0.003072	0.006773	0.002647	11			
EUPATH_0009252_Bacteria_Gemmatimonadota	Gemmatimonadota	number	Phylum	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	0.000961	0.007567	0.004264	0.004264	0.007567	0.000961	2	["0.000961","0.007567"]		
EUPATH_0009252_Bacteria_Myxococcota	Myxococcota	number	Phylum	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	0.033532	0.033532	0.033532	0.033532			1	["0.033532"]		
EUPATH_0009252_Bacteria_Cyanobacteria	Cyanobacteria	number	Phylum	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	0.000309	0.221963	0.03102394285714	0.0145335	0.037573	0.007637	70			
EUPATH_0009252_Bacteria_Actinobacteriota	Actinobacteriota	number	Phylum	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	0.000722	0.78143	0.19278734444444	0.171614	0.272243	0.052733	90			
EUPATH_0009252_Bacteria_Campilobacterota	Campilobacterota	number	Phylum	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	0.001932	0.001932	0.001932	0.001932			1	["0.001932"]		
EUPATH_0009252_Bacteria_Spirochaetota	Spirochaetota	number	Phylum	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	0.020793	0.036289	0.028541	0.028541	0.036289	0.020793	2	["0.020793","0.036289"]		
EUPATH_0009252_Bacteria_Bdellovibrionota	Bdellovibrionota	number	Phylum	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	9.4e-05	0.003063	0.0015785	0.0015785	0.003063	9.4e-05	2	["0.000094","0.003063"]		
EUPATH_0009252_Bacteria_Chloroflexi	Chloroflexi	number	Phylum	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	0.002377	0.042538	0.013177	0.004384	0.0183875	0.0030825	7	["0.002377","0.002483","0.003682","0.004384","0.018089","0.018686","0.042538"]		
EUPATH_0009252_Bacteria_MBNT15	MBNT15	number	Phylum	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	0.001921	0.001921	0.001921	0.001921			1	["0.001921"]		
EUPATH_0009252_Bacteria_Proteobacteria	Proteobacteria	number	Phylum	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	0.025673	0.893081	0.50952052173913	0.533006	0.6848025	0.3408395	92			
EUPATH_0009252_Eukaryota_Discoba	Discoba	number	Phylum	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	8e-05	0.015925	0.00391072727273	0.002518	0.005586	0.000284	22			
EUPATH_0009252_Bacteria_Firmicutes	Firmicutes	number	Phylum	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	0.01103	0.97279	0.24532045652174	0.160635	0.3008555	0.0937875	92			
EUPATH_0009252_Bacteria_Fusobacteriota	Fusobacteriota	number	Phylum	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	4.7e-05	0.105724	0.0212702	0.0109615	0.023571	0.00587	10	["0.000047","0.002411","0.005870","0.006938","0.010163","0.011760","0.021489","0.023571","0.024729","0.105724"]		
EUPATH_0009252_Bacteria_Halanaerobiaeota	Halanaerobiaeota	number	Phylum	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	0.000183	0.000183	0.000183	0.000183			1	["0.000183"]		
EUPATH_0009252_Bacteria_WPS_2	WPS-2	number	Phylum	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	0.047034	0.047034	0.047034	0.047034			1	["0.047034"]		
EUPATH_0009252_Bacteria_Desulfobacterota	Desulfobacterota	number	Phylum	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	0.003203	0.003203	0.003203	0.003203			1	["0.003203"]		
EUPATH_0009252_Bacteria_Deinococcota	Deinococcota	number	Phylum	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	0.000596	0.056205	0.015571125	0.01296	0.0183455	0.0025785	8	["0.000596","0.001043","0.004114","0.008783","0.017137","0.017565","0.019126","0.056205"]		
EUPATH_0009252_Bacteria_Patescibacteria	Patescibacteria	number	Phylum	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	0.001536	0.025189	0.01371925	0.014076	0.0235955	0.003843	4	["0.001536","0.006150","0.022002","0.025189"]		
EUPATH_0009253_Bacteria_Actinobacteriota_Acidimicrobiia	Acidimicrobiia	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	0.004232	0.004232	0.004232	0.004232			1	["0.004232"]		
EUPATH_0009253_Bacteria_Actinobacteriota_Thermoleophilia	Thermoleophilia	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	0.002207	0.066421	0.02374833333333	0.002617	0.034519	0.002412	3	["0.002207","0.002617","0.066421"]		
EUPATH_0009253_Bacteria_Chloroflexi_Anaerolineae	Anaerolineae	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	0.018686	0.018686	0.018686	0.018686			1	["0.018686"]		
EUPATH_0009253_Bacteria_Actinobacteriota_Coriobacteriia	Coriobacteriia	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	0.000613	0.007622	0.0041175	0.0041175	0.007622	0.000613	2	["0.000613","0.007622"]		
EUPATH_0009253_Bacteria_Cyanobacteria_Cyanobacteriia	Cyanobacteriia	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	0.000309	0.221963	0.03096227142857	0.0145335	0.037573	0.006539	70			
EUPATH_0009253_Bacteria_Firmicutes_Clostridia	Clostridia	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	6.8e-05	0.103036	0.01809920588235	0.008519	0.016226	0.001793	34			
EUPATH_0009253_Bacteria_Firmicutes_Desulfotomaculia	Desulfotomaculia	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	0.001047	0.01631	0.00755	0.005293	0.0108015	0.00317	3	["0.001047","0.005293","0.016310"]		
EUPATH_0009253_Bacteria_Fusobacteriota_Fusobacteriia	Fusobacteriia	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	4.7e-05	0.105724	0.0212702	0.0109615	0.023571	0.00587	10	["0.000047","0.002411","0.005870","0.006938","0.010163","0.011760","0.021489","0.023571","0.024729","0.105724"]		
EUPATH_0009253_Bacteria_Halanaerobiaeota_Halanaerobiia	Halanaerobiia	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	0.000183	0.000183	0.000183	0.000183			1	["0.000183"]		
EUPATH_0009253_Bacteria_MBNT15_	unclassified MBNT15	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	0.001921	0.001921	0.001921	0.001921			1	["0.001921"]		
EUPATH_0009253_Bacteria_Desulfobacterota_Desulfovibrionia	Desulfovibrionia	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	0.003203	0.003203	0.003203	0.003203			1	["0.003203"]		
EUPATH_0009253_Bacteria_Chloroflexi_KD4_96	KD4-96	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	0.002377	0.002377	0.002377	0.002377			1	["0.002377"]		
EUPATH_0009253_Bacteria_Proteobacteria_Alphaproteobacteria	Alphaproteobacteria	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	0.006616	0.740179	0.27026351685393	0.243542	0.432055	0.080611	89			
EUPATH_0009253_Bacteria_WPS_2_	unclassified WPS-2	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	0.047034	0.047034	0.047034	0.047034			1	["0.047034"]		
EUPATH_0009253_Bacteria_Bacteroidota_Bacteroidia	Bacteroidia	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	0.000316	0.35988	0.03668645901639	0.014735	0.04612	0.005755	61			
EUPATH_0009253_Bacteria_Cyanobacteria_Vampirivibrionia	Vampirivibrionia	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	0.004317	0.004317	0.004317	0.004317			1	["0.004317"]		
EUPATH_0009253_Bacteria_Firmicutes_Negativicutes	Negativicutes	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	0.000139	0.01277	0.00250691666667	0.000476	0.0014055	0.0002085	12			
EUPATH_0009253_Bacteria_Gemmatimonadota_Gemmatimonadetes	Gemmatimonadetes	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	0.000961	0.007567	0.004264	0.004264	0.007567	0.000961	2	["0.000961","0.007567"]		
EUPATH_0009253_Bacteria_Myxococcota_Myxococcia	Myxococcia	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	0.033532	0.033532	0.033532	0.033532			1	["0.033532"]		
EUPATH_0009253_Eukaryota_Discoba_Discicristata	Discicristata	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	8e-05	0.015925	0.00391072727273	0.002518	0.005586	0.000284	22			
EUPATH_0009253_Bacteria_Bdellovibrionota_Oligoflexia	Oligoflexia	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	9.4e-05	0.003063	0.0015785	0.0015785	0.003063	9.4e-05	2	["0.000094","0.003063"]		
EUPATH_0009253_Bacteria_Campilobacterota_Campylobacteria	Campylobacteria	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	0.001932	0.001932	0.001932	0.001932			1	["0.001932"]		
EUPATH_0009253_Bacteria_Chloroflexi_Chloroflexia	Chloroflexia	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	0.002483	0.042538	0.0142352	0.004384	0.018089	0.003682	5	["0.002483","0.003682","0.004384","0.018089","0.042538"]		
EUPATH_0009253_Bacteria_Firmicutes_	unclassified Firmicutes	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	2.1e-05	2.8e-05	2.45e-05	2.45e-05	2.8e-05	2.1e-05	2	["0.000021","0.000028"]		
EUPATH_0009253_Bacteria_Firmicutes_Bacilli	Bacilli	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	0.009539	0.97279	0.23805792391304	0.1431615	0.2858875	0.088925	92			
EUPATH_0009253_Bacteria_Proteobacteria_	unclassified Proteobacteria	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	0.000236	0.296934	0.06541548051948	0.048983	0.099488	0.016041	77			
EUPATH_0009253_Bacteria_Actinobacteriota_Actinobacteria	Actinobacteria	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	0.000722	0.78143	0.19171437777778	0.156171	0.272243	0.052733	90			
EUPATH_0009253_Bacteria_Actinobacteriota_Rubrobacteria	Rubrobacteria	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	2.8e-05	0.006279	0.0025714	0.002319	0.003591	0.00064	5	["0.000028","0.000640","0.002319","0.003591","0.006279"]		
EUPATH_0009253_Bacteria_Cloacimonadota_Cloacimonadia	Cloacimonadia	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	0.0016	0.022805	0.00575581818182	0.003072	0.006773	0.002647	11			
