iri	label	type	parentlabel	category	definition	min	max	average	median	upper_quartile	lower_quartile	number_distinct_values	distinct_values	variable	replaces
EUPATH_0033307	Eukaryota in blood		Blood microbiology test	Sample											
OBI_0002649	Blood microbiology test		Laboratory test	Sample											
EUPATH_0011996	Sample details		Sample	Sample											
OBI_0000070	Laboratory test		Sample	Sample											OGMS_0000056
ENVO_01000739	Habitat	string	Environment information	Sample	An environmental system which can sustain and allow the growth of an ecological population.							1	["Human"]	["UgandaMaternal.txt::env_feature"]	ENVO_00002297
EUPATH_0000048	Plasmodium asexual stages, by microscopy	string	Plasmodium in blood	Sample	A categorical measurement datum that indicates the presence of asexual parasites in blood cells by microscopy using a value of positive or negative.							3	["NA","Negative","Positive"]	["UgandaMaternal.txt::Malaria results"]	
OBI_0100051	Sample type	string	Sample details	Sample	A material entity that has the specimen role.							1	["Vaginal swab"]	["UgandaMaternal.txt::Sample type"]	
UBERON_0000061	Host body site	string	Participant	Sample	name of body site where the sample was obtained from							1	["Vaginal orifice"]	["UgandaMaternal.txt::body_site"]	
UBERON_0000463	Host body product	string	Participant	Sample	substance produced by the body, e.g. stool, mucus, where the sample was obtained from. For Foundational Model of Anatomy Ontology (FMA) (v 3.1) terms, please see http://purl.bioontology.org/ontology/FMA							1	["Mucus"]	["UgandaMaternal.txt::body_product"]	
UBERON_0000466	Host body habitat	string	Participant	Sample	original body habitat where the sample was obtained from							1	["Vagina"]	["UgandaMaternal.txt::body_habitat"]	
EUPATH_0009107	Cytomegalovirus, by PCR	string	Laboratory test	Sample								2	["Negative","Positive"]	["UgandaMaternal.txt::Cytomegalovirus"]	
EUPATH_0009251	Kingdom		Relative taxonomic abundance analysis	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of kingdom.										
EUPATH_0009252	Phylum		Relative taxonomic abundance analysis	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.										
EUPATH_0009253	Class		Relative taxonomic abundance analysis	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.										
EUPATH_0009254	Order		Relative taxonomic abundance analysis	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of order.										
EUPATH_0009255	Family		Relative taxonomic abundance analysis	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of family.										
EUPATH_0009256	Genus		Relative taxonomic abundance analysis	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of genus.										
EUPATH_0009257	Species		Relative taxonomic abundance analysis	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.										
EUPATH_0009250	Relative taxonomic abundance analysis		Data analysis	16S rRNA (V1-V2) assay	A data transformation of input sequence data to obtain the fraction of relative abundance of organisms.										
EUPATH_0009351	Kingdom		Absolute taxonomic abundance analysis	16S rRNA (V1-V2) assay	A data item that is the output of an absolute taxonomic abundance analysis for organisms grouped at the level of kingdom.										
EUPATH_0009352	Phylum		Absolute taxonomic abundance analysis	16S rRNA (V1-V2) assay	A data item that is the output of an absolute taxonomic abundance analysis for organisms grouped at the level of phylum.										
EUPATH_0009353	Class		Absolute taxonomic abundance analysis	16S rRNA (V1-V2) assay	A data item that is the output of an absolute taxonomic abundance analysis for organisms grouped at the level of class.										
EUPATH_0009354	Order		Absolute taxonomic abundance analysis	16S rRNA (V1-V2) assay	A data item that is the output of an absolute taxonomic abundance analysis for organisms grouped at the level of order.										
EUPATH_0009355	Family		Absolute taxonomic abundance analysis	16S rRNA (V1-V2) assay	A data item that is the output of an absolute taxonomic abundance analysis for organisms grouped at the level of family.										
EUPATH_0009356	Genus		Absolute taxonomic abundance analysis	16S rRNA (V1-V2) assay	A data item that is the output of an absolute taxonomic abundance analysis for organisms grouped at the level of genus.										
EUPATH_0009357	Species		Absolute taxonomic abundance analysis	16S rRNA (V1-V2) assay	A data item that is the output of an absolute taxonomic abundance analysis for organisms grouped at the level of species.										
EUPATH_0009251_Eukaryota	Eukaryota	number	Kingdom	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of kingdom.	3.9e-05	0.00119	0.00039814285714	0.000178	0.000627	6.3e-05	7	["0.000039","0.000048","0.000078","0.000178","0.000230","0.001024","0.001190"]		
EUPATH_0009251_Bacteria	Bacteria	number	Kingdom	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of kingdom.	0.99881	1	0.99997184848485	1	1	1	8	["0.998810","0.998976","0.999770","0.999822","0.999922","0.999952","0.999961","1.000000"]		
EUPATH_0009252_Bacteria_Bacteroidota	Bacteroidota	number	Phylum	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	4.3e-05	0.63646	0.09695224210526	0.034526	0.139526	0.004345	95			
EUPATH_0009252_Bacteria_Verrucomicrobiota	Verrucomicrobiota	number	Phylum	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	3.1e-05	0.002793	0.0007014	7.9e-05	0.000545	5.9e-05	5	["0.000031","0.000059","0.000079","0.000545","0.002793"]		
EUPATH_0009252_Bacteria_Abditibacteriota	Abditibacteriota	number	Phylum	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	0.000143	0.000143	0.000143	0.000143			1	["0.000143"]		
EUPATH_0009252_Bacteria_Myxococcota	Myxococcota	number	Phylum	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	0.000302	0.000302	0.000302	0.000302			1	["0.000302"]		
EUPATH_0009252_Bacteria_Gemmatimonadota	Gemmatimonadota	number	Phylum	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	1.8e-05	0.000746	0.000382	0.000382	0.000746	1.8e-05	2	["0.000018","0.000746"]		
EUPATH_0009252_Bacteria_Cyanobacteria	Cyanobacteria	number	Phylum	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	2.1e-05	0.003209	0.00069966666667	0.000494	0.000789	6.2e-05	18			
EUPATH_0009252_Bacteria_Elusimicrobiota	Elusimicrobiota	number	Phylum	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	0.000545	0.000654	0.0005995	0.0005995	0.000654	0.000545	2	["0.000545","0.000654"]		
EUPATH_0009252_Bacteria_Actinobacteriota	Actinobacteriota	number	Phylum	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	1.7e-05	0.617932	0.02824704081633	0.0098965	0.031368	0.001736	98			
EUPATH_0009252_Bacteria_Campilobacterota	Campilobacterota	number	Phylum	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	1.5e-05	0.016087	0.00113494871795	0.000319	0.000935	0.0001695	39			
EUPATH_0009252_Bacteria_Spirochaetota	Spirochaetota	number	Phylum	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	3.7e-05	0.011099	0.001581125	0.000111	0.0005925	5.3e-05	8	["0.000037","0.000050","0.000056","0.000063","0.000159","0.000344","0.000841","0.011099"]		
EUPATH_0009252_Bacteria_Proteobacteria	Proteobacteria	number	Phylum	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	1.7e-05	0.970174	0.04708836956522	0.0010305	0.0068115	0.000177	89			
EUPATH_0009252_Eukaryota_Discoba	Discoba	number	Phylum	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	3.9e-05	0.00119	0.00039814285714	0.000178	0.000627	6.3e-05	7	["0.000039","0.000048","0.000078","0.000178","0.000230","0.001024","0.001190"]		
EUPATH_0009252_Bacteria_Chloroflexi	Chloroflexi	number	Phylum	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	0.000416	0.000416	0.000416	0.000416			1	["0.000416"]		
EUPATH_0009252_Bacteria_Synergistota	Synergistota	number	Phylum	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	3.4e-05	0.002347	0.00035311111111	5.4e-05	0.000178	4.3e-05	9	["0.000034","0.000039","0.000043","0.000044","0.000054","0.000159","0.000178","0.000280","0.002347"]		
EUPATH_0009252_Bacteria_Firmicutes	Firmicutes	number	Phylum	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	0.013504	0.99959	0.65123734343434	0.8132	0.983326	0.2780795	99			
EUPATH_0009252_Bacteria_Fusobacteriota	Fusobacteriota	number	Phylum	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	4.7e-05	0.921781	0.24012398666667	0.042457	0.537593	0.000884	75			
EUPATH_0009252_Bacteria_Desulfobacterota	Desulfobacterota	number	Phylum	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	0.000102	0.000246	0.000174	0.000174	0.000246	0.000102	2	["0.000102","0.000246"]		
EUPATH_0009252_Bacteria_Patescibacteria	Patescibacteria	number	Phylum	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	1.4e-05	0.024393	0.00691044444444	0.0021315	0.015227	7.7e-05	18			
EUPATH_0009252_Bacteria_Deinococcota	Deinococcota	number	Phylum	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of phylum.	5.6e-05	0.000588	0.00021925	0.0001165	0.000356	8.25e-05	4	["0.000056","0.000109","0.000124","0.000588"]		
EUPATH_0009253_Bacteria_Chloroflexi_Anaerolineae	Anaerolineae	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	0.000356	0.000356	0.000356	0.000356			1	["0.000356"]		
EUPATH_0009253_Bacteria_Actinobacteriota_Coriobacteriia	Coriobacteriia	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	3.7e-05	0.147513	0.02097266666667	0.007308	0.030517	0.0006505	63			
EUPATH_0009253_Bacteria_Cyanobacteria_Cyanobacteriia	Cyanobacteriia	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	2.1e-05	0.003034	0.000561	0.000239	0.0005695	5.8e-05	15			
EUPATH_0009253_Bacteria_Firmicutes_Clostridia	Clostridia	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	2.5e-05	0.400044	0.04167521276596	0.0155575	0.057756	0.003539	94			
EUPATH_0009253_Bacteria_Fusobacteriota_Fusobacteriia	Fusobacteriia	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	4.7e-05	0.921781	0.24012398666667	0.042457	0.537593	0.000884	75			
EUPATH_0009253_Bacteria_Firmicutes_Symbiobacteriia	Symbiobacteriia	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	0.000212	0.000212	0.000212	0.000212			1	["0.000212"]		
EUPATH_0009253_Bacteria_Desulfobacterota_Desulfovibrionia	Desulfovibrionia	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	0.000246	0.000246	0.000246	0.000246			1	["0.000246"]		
EUPATH_0009253_Bacteria_Proteobacteria_Alphaproteobacteria	Alphaproteobacteria	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	1e-05	0.063623	0.00301779487179	0.000192	0.000993	6.9e-05	72			
EUPATH_0009253_Bacteria_Synergistota_Synergistia	Synergistia	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	3.4e-05	0.002347	0.00035311111111	5.4e-05	0.000178	4.3e-05	9	["0.000034","0.000039","0.000043","0.000044","0.000054","0.000159","0.000178","0.000280","0.002347"]		
EUPATH_0009253_Bacteria_Bacteroidota_Bacteroidia	Bacteroidia	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	4.3e-05	0.63646	0.09695198947368	0.034526	0.139526	0.004345	95			
EUPATH_0009253_Bacteria_Firmicutes_Negativicutes	Negativicutes	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	2.9e-05	0.692406	0.06194659782609	0.024889	0.070335	0.002284	92			
EUPATH_0009253_Eukaryota_Discoba_Discicristata	Discicristata	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	3.9e-05	0.00119	0.00039814285714	0.000178	0.000627	6.3e-05	7	["0.000039","0.000048","0.000078","0.000178","0.000230","0.001024","0.001190"]		
EUPATH_0009253_Bacteria_Cyanobacteria_Vampirivibrionia	Vampirivibrionia	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	0.000175	0.002111	0.0008358	0.000573	0.000869	0.000451	5	["0.000175","0.000451","0.000573","0.000869","0.002111"]		
EUPATH_0009253_Bacteria_Gemmatimonadota_Gemmatimonadetes	Gemmatimonadetes	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	0.000746	0.000746	0.000746	0.000746			1	["0.000746"]		
EUPATH_0009253_Bacteria_Myxococcota_Myxococcia	Myxococcia	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	0.000302	0.000302	0.000302	0.000302			1	["0.000302"]		
EUPATH_0009253_Bacteria_Verrucomicrobiota_Lentisphaeria	Lentisphaeria	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	3.1e-05	0.000545	0.00021166666667	5.9e-05	0.000302	4.5e-05	3	["0.000031","0.000059","0.000545"]		
EUPATH_0009253_Bacteria_Verrucomicrobiota_Verrucomicrobiae	Verrucomicrobiae	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	7.9e-05	0.002793	0.001436	0.001436	0.002793	7.9e-05	2	["0.000079","0.002793"]		
EUPATH_0009253_Bacteria_Campilobacterota_Campylobacteria	Campylobacteria	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	1.5e-05	0.016087	0.00113494871795	0.000319	0.000935	0.0001695	39			
EUPATH_0009253_Bacteria_Firmicutes_	unclassified Firmicutes	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	1.4e-05	0.000221	4.1727272727e-05	2.1e-05	3e-05	1.9e-05	10	["0.000014","0.000016","0.000018","0.000020","0.000021","0.000023","0.000027","0.000033","0.000045","0.000221"]		
EUPATH_0009253_Bacteria_Firmicutes_Bacilli	Bacilli	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	0.006056	0.999175	0.55409361616162	0.587076	0.953322	0.1505495	99			
EUPATH_0009253_Bacteria_Proteobacteria_	unclassified Proteobacteria	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	1e-05	0.028259	0.00184358139535	0.000272	0.0007855	4.15e-05	43			
EUPATH_0009253_Bacteria_Chloroflexi_Chloroflexia	Chloroflexia	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	5.9e-05	5.9e-05	5.9e-05	5.9e-05			1	["0.000059"]		
EUPATH_0009253_Bacteria_Actinobacteriota_Actinobacteria	Actinobacteria	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	3.7e-05	0.617932	0.01539265957447	0.0028005	0.011676	0.000875	94			
EUPATH_0009253_Bacteria_Proteobacteria_Gammaproteobacteria	Gammaproteobacteria	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	3.8e-05	0.970037	0.05579809722222	0.001096	0.005816	0.000204	70			
EUPATH_0009253_Bacteria_Actinobacteriota_Rubrobacteria	Rubrobacteria	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	1.7e-05	1.7e-05	1.7e-05	1.7e-05			1	["0.000017"]		
EUPATH_0009253_Bacteria_Bacteroidota_	unclassified Bacteroidota	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	2.4e-05	2.4e-05	2.4e-05	2.4e-05			1	["0.000024"]		
EUPATH_0009253_Bacteria_Deinococcota_Deinococci	Deinococci	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	5.6e-05	0.000588	0.00021925	0.0001165	0.000356	8.25e-05	4	["0.000056","0.000109","0.000124","0.000588"]		
EUPATH_0009253_Bacteria_Elusimicrobiota_Elusimicrobia	Elusimicrobia	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	0.000545	0.000654	0.0005995	0.0005995	0.000654	0.000545	2	["0.000545","0.000654"]		
EUPATH_0009253_Bacteria_Patescibacteria_Gracilibacteria	Gracilibacteria	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	1.4e-05	0.000947	0.0002594	7.7e-05	0.000228	3.1e-05	5	["0.000014","0.000031","0.000077","0.000228","0.000947"]		
EUPATH_0009253_Bacteria_Patescibacteria_Saccharimonadia	Saccharimonadia	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	3.1e-05	0.024393	0.00820606666667	0.004132	0.0165805	0.0001515	15			
EUPATH_0009253_Bacteria_Spirochaetota_Spirochaetia	Spirochaetia	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	3.7e-05	0.011099	0.001581125	0.000111	0.0005925	5.3e-05	8	["0.000037","0.000050","0.000056","0.000063","0.000159","0.000344","0.000841","0.011099"]		
EUPATH_0009253_Bacteria_Abditibacteriota_Abditibacteria	Abditibacteria	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	0.000143	0.000143	0.000143	0.000143			1	["0.000143"]		
EUPATH_0009253_Bacteria_Desulfobacterota_Desulfuromonadia	Desulfuromonadia	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	0.000102	0.000102	0.000102	0.000102			1	["0.000102"]		
EUPATH_0009253_Bacteria_Gemmatimonadota_Longimicrobia	Longimicrobia	number	Class	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of class.	1.8e-05	1.8e-05	1.8e-05	1.8e-05			1	["0.000018"]		
EUPATH_0009254_Bacteria_Actinobacteriota_Actinobacteria_	unclassified Actinobacteria	number	Order	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of order.	7e-06	0.000358	9.78e-05	3.3e-05	7.4e-05	1.7e-05	5	["0.000007","0.000017","0.000033","0.000074","0.000358"]		
EUPATH_0009254_Bacteria_Actinobacteriota_Actinobacteria_Bifidobacteriales	Bifidobacteriales	number	Order	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of order.	3.5e-05	0.021157	0.00155162264151	0.000641	0.001476	0.000288	53			
EUPATH_0009254_Bacteria_Actinobacteriota_Actinobacteria_Micrococcales	Micrococcales	number	Order	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of order.	2.4e-05	0.019844	0.00126034146341	0.000216	0.001421	9.4e-05	40			
EUPATH_0009254_Bacteria_Actinobacteriota_Coriobacteriia_Coriobacteriales	Coriobacteriales	number	Order	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of order.	3.7e-05	0.147513	0.02097266666667	0.007308	0.030517	0.0006505	63			
EUPATH_0009254_Bacteria_Bacteroidota_Bacteroidia_	unclassified Bacteroidia	number	Order	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of order.	1.3e-05	0.000176	6.74e-05	5.3e-05	6.7e-05	2.8e-05	5	["0.000013","0.000028","0.000053","0.000067","0.000176"]		
EUPATH_0009254_Bacteria_Firmicutes_Bacilli_Staphylococcales	Staphylococcales	number	Order	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of order.	3.3e-05	0.118769	0.00618103614458	0.001856	0.005543	0.000489	83			
EUPATH_0009254_Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales	Pseudomonadales	number	Order	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of order.	1.8e-05	0.006661	0.00130029032258	0.000342	0.001179	7.7e-05	30			
EUPATH_0009254_Bacteria_Elusimicrobiota_Elusimicrobia_Elusimicrobiales	Elusimicrobiales	number	Order	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of order.	0.000545	0.000654	0.0005995	0.0005995	0.000654	0.000545	2	["0.000545","0.000654"]		
EUPATH_0009254_Bacteria_Firmicutes_Clostridia_Oscillospirales	Oscillospirales	number	Order	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of order.	1.5e-05	0.082389	0.00577685185185	0.000557	0.0026245	0.0001375	27			
EUPATH_0009254_Bacteria_Proteobacteria_Alphaproteobacteria_Azospirillales	Azospirillales	number	Order	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of order.	0.000386	0.000386	0.000386	0.000386			1	["0.000386"]		
EUPATH_0009254_Bacteria_Synergistota_Synergistia_Synergistales	Synergistales	number	Order	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of order.	3.4e-05	0.002347	0.00035311111111	5.4e-05	0.000178	4.3e-05	9	["0.000034","0.000039","0.000043","0.000044","0.000054","0.000159","0.000178","0.000280","0.002347"]		
EUPATH_0009254_Bacteria_Cyanobacteria_Cyanobacteriia_Chloroplast	Chloroplast	number	Order	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of order.	2.1e-05	0.003034	0.00054421428571	7.35e-05	0.000643	4.6e-05	14			
EUPATH_0009254_Bacteria_Firmicutes_	unclassified Firmicutes	number	Order	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of order.	1.4e-05	0.000221	4.1727272727e-05	2.1e-05	3e-05	1.9e-05	10	["0.000014","0.000016","0.000018","0.000020","0.000021","0.000023","0.000027","0.000033","0.000045","0.000221"]		
EUPATH_0009254_Bacteria_Firmicutes_Bacilli_Bacillales	Bacillales	number	Order	16S rRNA (V1-V2) assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of order.	2.6e-05	0.000713	0.00018088888889	7.2e-05	0.000102	3.6e-05	9	["0.000026","0.000035","0.000036","0.000044","0.000072","0.000076","0.000102","0.000524","0.000713"]		
