iri	label	type	parentlabel	category	definition	min	max	average	median	upper_quartile	lower_quartile	number_distinct_values	distinct_values	variable	replaces
EUPATH_0009252	Phylum		Relative taxonomic abundance analysis	16S rRNA (V4) assay											
EUPATH_0009253	Class		Relative taxonomic abundance analysis	16S rRNA (V4) assay											
EUPATH_0009254	Order		Relative taxonomic abundance analysis	16S rRNA (V4) assay											
EUPATH_0009255	Family		Relative taxonomic abundance analysis	16S rRNA (V4) assay											
EUPATH_0009256	Genus		Relative taxonomic abundance analysis	16S rRNA (V4) assay											
EUPATH_0009257	Species		Relative taxonomic abundance analysis	16S rRNA (V4) assay											
EUPATH_0009257_Bacteria_Proteobacteria_Alphaproteobacteria_Acetobacterales_Acetobacteraceae_Swaminathania_	unclassified Swaminathania	number	Species	16S rRNA (V4) assay		0.047659	1	0.59882233333333	0.642358	0.807485	0.352738	73			
EUPATH_0009252_Bacteria_Bdellovibrionota	Bdellovibrionota	number	Phylum	16S rRNA (V4) assay		0.220544	0.220544	0.220544	0.220544			1	["0.220544"]		
EUPATH_0009254_Bacteria_Patescibacteria_ABY1_Candidatus_Kuenenbacteria	Candidatus Kuenenbacteria	number	Order	16S rRNA (V4) assay		0.218341	0.218341	0.218341	0.218341			1	["0.218341"]		
EUPATH_0009255_Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Beijerinckiaceae	Beijerinckiaceae	number	Family	16S rRNA (V4) assay		0.003289	0.018182	0.007791	0.004619	0.008421	0.004444	5	["0.003289","0.004444","0.004619","0.008421","0.018182"]		
EUPATH_0009255_Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae	Enterobacteriaceae	number	Family	16S rRNA (V4) assay		0.002051	0.204819	0.04468318181818	0.009967	0.0747905	0.004031	11			
EUPATH_0009257_Bacteria_Proteobacteria_Alphaproteobacteria_Rickettsiales_Mitochondria_	unclassified Mitochondria	number	Species	16S rRNA (V4) assay		0.002051	0.882979	0.09116845714286	0.041528	0.0859445	0.018941	35			
EUPATH_0009254_Bacteria_Proteobacteria_Alphaproteobacteria_Azospirillales	Azospirillales	number	Order	16S rRNA (V4) assay		0.121495	0.121495	0.121495	0.121495			1	["0.121495"]		
EUPATH_0009256_Bacteria_Bacteroidota_Bacteroidia_Cytophagales_Spirosomaceae_Runella	Runella	number	Genus	16S rRNA (V4) assay		0.007143	0.083916	0.03087566666667	0.0144515	0.056075	0.009217	6	["0.007143","0.009217","0.012903","0.016000","0.056075","0.083916"]		
EUPATH_0009255_Bacteria_Verrucomicrobiota_Verrucomicrobiae_Chthoniobacterales_Chthoniobacteraceae	Chthoniobacteraceae	number	Family	16S rRNA (V4) assay		0.006042	0.006042	0.006042	0.006042			1	["0.006042"]		
EUPATH_0009256_Bacteria_Patescibacteria_Parcubacteria_Candidatus_Azambacteria_	unclassified Candidatus Azambacteria	number	Genus	16S rRNA (V4) assay		0.033058	0.033058	0.033058	0.033058			1	["0.033058"]		
EUPATH_0009256_Bacteria_Patescibacteria_ABY1_Candidatus_Kuenenbacteria_	unclassified Candidatus Kuenenbacteria	number	Genus	16S rRNA (V4) assay		0.218341	0.218341	0.218341	0.218341			1	["0.218341"]		
EUPATH_0009256_Bacteria_Planctomycetota_Planctomycetes_Gemmatales_Gemmataceae_Gemmata	Gemmata	number	Genus	16S rRNA (V4) assay		0.004739	0.008889	0.006814	0.006814	0.008889	0.004739	2	["0.004739","0.008889"]		
EUPATH_0009255_Bacteria_Proteobacteria_Gammaproteobacteria_Burkholderiales_	unclassified Burkholderiales	number	Family	16S rRNA (V4) assay		0.003454	0.096774	0.0525422	0.045161	0.094595	0.022727	5	["0.003454","0.022727","0.045161","0.094595","0.096774"]		
EUPATH_0009255_Bacteria_Proteobacteria_Alphaproteobacteria_Rickettsiales_	unclassified Rickettsiales	number	Family	16S rRNA (V4) assay		0.023649	0.023649	0.023649	0.023649			1	["0.023649"]		
EUPATH_0009255_Archaea_Iainarchaeota_Iainarchaeia_Iainarchaeales_Candidatus_Iainarchaeum	Candidatus Iainarchaeum	number	Family	16S rRNA (V4) assay		0.170306	0.170306	0.170306	0.170306			1	["0.170306"]		
EUPATH_0009256_Bacteria_micutes_Clostridia_Peptostreptococcales_Tissierellales_Acidaminobacteraceae_Acidaminobacter	Acidaminobacter	number	Genus	16S rRNA (V4) assay		0.008108	0.008108	0.008108	0.008108			1	["0.008108"]		
EUPATH_0009256_Bacteria_Patescibacteria_ABY1_	unclassified ABY1	number	Genus	16S rRNA (V4) assay		0.146868	0.146868	0.146868	0.146868			1	["0.146868"]		
EUPATH_0009252_Archaea_Nanoarchaeota	Nanoarchaeota	number	Phylum	16S rRNA (V4) assay		0.002492	1	0.16300486666667	0.045946	0.1494565	0.023923	15			
EUPATH_0009255_Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacterales_Thorselliaceae	Thorselliaceae	number	Family	16S rRNA (V4) assay		0.003306	0.28	0.04477492857143	0.0284655	0.055196	0.015627	28			
EUPATH_0009257_Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiaceae_Mycoplana_	unclassified Mycoplana	number	Species	16S rRNA (V4) assay		0.012658	0.012658	0.012658	0.012658			1	["0.012658"]		
EUPATH_0009253_Bacteria_Bacteroidota_Bacteroidia	Bacteroidia	number	Class	16S rRNA (V4) assay		0.002632	0.373134	0.07575696296296	0.039062	0.074101	0.0178985	27			
EUPATH_0009254_Bacteria_Proteobacteria_Alphaproteobacteria_Rickettsiales	Rickettsiales	number	Order	16S rRNA (V4) assay		0.002051	0.882979	0.09184414285714	0.041528	0.0859445	0.018941	35			
EUPATH_0009254_Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales	Rhizobiales	number	Order	16S rRNA (V4) assay		0.003289	0.044628	0.01608571428571	0.0110685	0.022556	0.008421	14			
EUPATH_0009255_Bacteria_Planctomycetota_Planctomycetes_Pirellulales_Pirellulaceae	Pirellulaceae	number	Family	16S rRNA (V4) assay		0.001974	0.152381	0.04307015789474	0.018519	0.062971	0.0122215	18			
EUPATH_0009257_Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Ventosimonas_	unclassified Ventosimonas	number	Species	16S rRNA (V4) assay		0.267857	0.267857	0.267857	0.267857			1	["0.267857"]		
EUPATH_0009257_Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Stenotrophomonas_	unclassified Stenotrophomonas	number	Species	16S rRNA (V4) assay		0.015038	0.015038	0.015038	0.015038			1	["0.015038"]		
EUPATH_0009252_Bacteria_Planctomycetota	Planctomycetota	number	Phylum	16S rRNA (V4) assay		0.001974	0.152381	0.04403684210526	0.018519	0.0653675	0.0129825	18			
EUPATH_0009254_Bacteria_Bacteroidota_Bacteroidia_Chitinophagales	Chitinophagales	number	Order	16S rRNA (V4) assay		0.010811	0.064	0.0374055	0.0374055	0.064	0.010811	2	["0.010811","0.064000"]		
EUPATH_0009252_Archaea_Crenarchaeota	Crenarchaeota	number	Phylum	16S rRNA (V4) assay		0.907258	0.907258	0.907258	0.907258			1	["0.907258"]		
EUPATH_0009254_Bacteria_Proteobacteria_Gammaproteobacteria_Cellvibrionales	Cellvibrionales	number	Order	16S rRNA (V4) assay		0.011538	0.011538	0.011538	0.011538			1	["0.011538"]		
EUPATH_0009257_Archaea_Crenarchaeota_Nitrososphaeria_Nitrosopumilales_Nitrosopumilaceae_	unclassified Nitrosopumilaceae	number	Species	16S rRNA (V4) assay		0.907258	0.907258	0.907258	0.907258			1	["0.907258"]		
EUPATH_0009253_Eukaryota_Discoba_Discicristata	Discicristata	number	Class	16S rRNA (V4) assay		0.009926	0.265152	0.137539	0.137539	0.265152	0.009926	2	["0.009926","0.265152"]		
EUPATH_0009255_Bacteria_Proteobacteria_	unclassified Proteobacteria	number	Family	16S rRNA (V4) assay		0.005306	0.317308	0.10214066666667	0.055804	0.150602	0.037975	21			
EUPATH_0009256_Bacteria_Proteobacteria_Gammaproteobacteria_Burkholderiales_Comamonadaceae_Comamonas	Comamonas	number	Genus	16S rRNA (V4) assay		0.019048	0.019048	0.019048	0.019048			1	["0.019048"]		
EUPATH_0009256_Bacteria_Proteobacteria_Gammaproteobacteria_Aeromonadales_	unclassified Aeromonadales	number	Genus	16S rRNA (V4) assay		0.00198	0.029703	0.012909	0.008108	0.017857	0.006897	5	["0.001980","0.006897","0.008108","0.017857","0.029703"]		
EUPATH_0009257_Bacteria_Planctomycetota_Planctomycetes_Gemmatales_Gemmataceae_Gemmata_	unclassified Gemmata	number	Species	16S rRNA (V4) assay		0.004739	0.008889	0.006814	0.006814	0.008889	0.004739	2	["0.004739","0.008889"]		
EUPATH_0009257_Eukaryota_Discoba_Discicristata_Euglenozoa_Kinetoplastea_	unclassified Kinetoplastea	number	Species	16S rRNA (V4) assay		0.009926	0.009926	0.009926	0.009926			1	["0.009926"]		
EUPATH_0009252_Bacteria_Proteobacteria	Proteobacteria	number	Phylum	16S rRNA (V4) assay		0.063636	1	0.88757216260163	0.992242	1	0.8852295	65			
EUPATH_0009253_Archaea_Nanoarchaeota_Nanoarchaeia	Nanoarchaeia	number	Class	16S rRNA (V4) assay		0.002492	1	0.16300486666667	0.045946	0.1494565	0.023923	15			
EUPATH_0009254_Bacteria_Patescibacteria_	unclassified Patescibacteria	number	Order	16S rRNA (V4) assay		0.149028	0.149028	0.149028	0.149028			1	["0.149028"]		
EUPATH_0009255_Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae	Xanthomonadaceae	number	Family	16S rRNA (V4) assay		0.02765	0.06015	0.0439	0.0439	0.06015	0.02765	2	["0.027650","0.060150"]		
EUPATH_0009255_Bacteria_Firmicutes_Clostridia_Peptostreptococcales_Tissierellales_Acidaminobacteraceae	Acidaminobacteraceae	number	Family	16S rRNA (V4) assay		0.008108	0.008108	0.008108	0.008108			1	["0.008108"]		
EUPATH_0009256_Bacteria_Proteobacteria_Alphaproteobacteria_Acetobacterales_Acetobacteraceae_Muricoccus	Muricoccus	number	Genus	16S rRNA (V4) assay		0.135747	0.152632	0.1441895	0.1441895	0.152632	0.135747	2	["0.135747","0.152632"]		
EUPATH_0009257_Bacteria_Planctomycetota_Planctomycetes_Isosphaerales_Isosphaeraceae_	unclassified Isosphaeraceae	number	Species	16S rRNA (V4) assay		0.004739	0.004739	0.004739	0.004739			1	["0.004739"]		
EUPATH_0009257_Bacteria_Proteobacteria_Alphaproteobacteria_	unclassified Alphaproteobacteria	number	Species	16S rRNA (V4) assay		0.026923	0.077399	0.052161	0.052161	0.077399	0.026923	2	["0.026923","0.077399"]		
EUPATH_0009252_Bacteria_Actinobacteriota	Actinobacteriota	number	Phylum	16S rRNA (V4) assay		0.001316	0.936364	0.23958946153846	0.0621285	0.464	0.018919	26			
EUPATH_0009256_Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas	Pseudomonas	number	Genus	16S rRNA (V4) assay		0.002198	0.277228	0.0871565	0.0346	0.170757	0.003556	4	["0.002198","0.004914","0.064286","0.277228"]		
EUPATH_0009257_Bacteria_Bacteroidota_Bacteroidia_Chitinophagales_Chitinophagaceae_	unclassified Chitinophagaceae	number	Species	16S rRNA (V4) assay		0.064	0.064	0.064	0.064			1	["0.064000"]		
EUPATH_0009257_Bacteria_Firmicutes_Clostridia_Peptostreptococcales_Tissierellales_Tissierella_	unclassified Tissierella	number	Species	16S rRNA (V4) assay		0.126246	0.126246	0.126246	0.126246			1	["0.126246"]		
EUPATH_0009255_Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae	Pseudomonadaceae	number	Family	16S rRNA (V4) assay		0.002198	0.332143	0.15412075	0.141071	0.3046855	0.003556	4	["0.002198","0.004914","0.277228","0.332143"]		
EUPATH_0009257_Bacteria_Patescibacteria_	unclassified Patescibacteria	number	Species	16S rRNA (V4) assay		0.149028	0.149028	0.149028	0.149028			1	["0.149028"]		
EUPATH_0009255_Bacteria_Proteobacteria_Gammaproteobacteria_Burkholderiales_Chitinimonadaceae	Chitinimonadaceae	number	Family	16S rRNA (V4) assay		0.018692	0.046296	0.032494	0.032494	0.046296	0.018692	2	["0.018692","0.046296"]		
EUPATH_0009256_Bacteria_Proteobacteria_Gammaproteobacteria_Burkholderiales_Comamonadaceae_Sphaerotilus	Sphaerotilus	number	Genus	16S rRNA (V4) assay		0.008439	0.049505	0.028972	0.028972	0.049505	0.008439	2	["0.008439","0.049505"]		
EUPATH_0009257_Bacteria_Patescibacteria_Parcubacteria_Candidatus_Jorgensenbacteria_	unclassified Candidatus Jorgensenbacteria	number	Species	16S rRNA (V4) assay		0.053125	0.053125	0.053125	0.053125			1	["0.053125"]		
EUPATH_0009254_Bacteria_Firmicutes_Clostridia_Peptostreptococcales_Tissierellales	Peptostreptococcales-Tissierellales	number	Order	16S rRNA (V4) assay		0.008108	0.126246	0.067177	0.067177	0.126246	0.008108	2	["0.008108","0.126246"]		
EUPATH_0009254_Bacteria_Firmicutes_Bacilli_Exiguobacterales	Exiguobacterales	number	Order	16S rRNA (V4) assay		0.003448	0.003448	0.003448	0.003448			1	["0.003448"]		
EUPATH_0009256_Bacteria_Proteobacteria_Gammaproteobacteria_Burkholderiales_T34_	unclassified T34	number	Genus	16S rRNA (V4) assay		0.009217	0.040541	0.024879	0.024879	0.040541	0.009217	2	["0.009217","0.040541"]		
EUPATH_0009257_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Tabrizicola_	unclassified Tabrizicola	number	Species	16S rRNA (V4) assay		0.01108	0.01108	0.01108	0.01108			1	["0.011080"]		
EUPATH_0009257_Bacteria_Actinobacteriota_Actinobacteria_Micrococcales_Microbacteriaceae_Leucobacter_	unclassified Leucobacter	number	Species	16S rRNA (V4) assay		0.013514	0.098592	0.04887386666667	0.048	0.061465	0.0297385	15			
EUPATH_0009252_Archaea_Iainarchaeota	Iainarchaeota	number	Phylum	16S rRNA (V4) assay		0.170306	0.170306	0.170306	0.170306			1	["0.170306"]		
EUPATH_0009257_Archaea_Nanoarchaeota_Nanoarchaeia_Woesearchaeales_GW2011_GWC1_47_15_	unclassified GW2011_GWC1_47_15	number	Species	16S rRNA (V4) assay		0.0275	0.5625	0.151961875	0.0790925	0.1955355	0.0382195	8	["0.027500","0.030493","0.045946","0.066667","0.091518","0.173913","0.217158","0.562500"]		
EUPATH_0009257_Bacteria_Proteobacteria_Alphaproteobacteria_Azospirillales_	unclassified Azospirillales	number	Species	16S rRNA (V4) assay		0.121495	0.121495	0.121495	0.121495			1	["0.121495"]		
EUPATH_0009254_Bacteria_Bacteroidota_Bacteroidia_Cytophagales	Cytophagales	number	Order	16S rRNA (V4) assay		0.005172	0.373134	0.09034071428571	0.0463165	0.083916	0.023739	14			
EUPATH_0009255_Bacteria_Proteobacteria_Gammaproteobacteria_Burkholderiales_Rhodocyclaceae	Rhodocyclaceae	number	Family	16S rRNA (V4) assay		0.00554	0.20743	0.07509766666667	0.0464215	0.115245	0.0303225	12			
EUPATH_0009256_Bacteria_Verrucomicrobiota_Verrucomicrobiae_Chthoniobacterales_Terrimicrobiaceae_Terrimicrobium	Terrimicrobium	number	Genus	16S rRNA (V4) assay		0.009217	0.009217	0.009217	0.009217			1	["0.009217"]		
EUPATH_0009257_Bacteria_Patescibacteria_Gracilibacteria_	unclassified Gracilibacteria	number	Species	16S rRNA (V4) assay		0.026846	0.098485	0.0626655	0.0626655	0.098485	0.026846	2	["0.026846","0.098485"]		
EUPATH_0009257_Bacteria_Proteobacteria_Gammaproteobacteria_Burkholderiales_Comamonadaceae_Comamonas_	unclassified Comamonas	number	Species	16S rRNA (V4) assay		0.019048	0.019048	0.019048	0.019048			1	["0.019048"]		
EUPATH_0009254_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales	Rhodospirillales	number	Order	16S rRNA (V4) assay		0.005405	0.017857	0.011631	0.011631	0.017857	0.005405	2	["0.005405","0.017857"]		
EUPATH_0009257_Bacteria_Proteobacteria_Gammaproteobacteria_Cellvibrionales_Halieaceae_	unclassified Halieaceae	number	Species	16S rRNA (V4) assay		0.011538	0.011538	0.011538	0.011538			1	["0.011538"]		
EUPATH_0009254_Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales	Xanthomonadales	number	Order	16S rRNA (V4) assay		0.02765	0.06015	0.0439	0.0439	0.06015	0.02765	2	["0.027650","0.060150"]		
EUPATH_0009255_Bacteria_Firmicutes_Clostridia_Clostridiales_	unclassified Clostridiales	number	Family	16S rRNA (V4) assay		0.017271	1	0.5086355	0.5086355	1	0.017271	2	["0.017271","1.000000"]		
EUPATH_0009256_Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacterales_	unclassified Enterobacterales	number	Genus	16S rRNA (V4) assay		0.002303	0.411765	0.12127319047619	0.104762	0.190323	0.007979	21			
EUPATH_0009254_Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales	Pseudomonadales	number	Order	16S rRNA (V4) assay		0.002198	0.353571	0.095906	0.010508	0.146627	0.0059055	7	["0.002198","0.004914","0.006897","0.010508","0.016026","0.277228","0.353571"]		
EUPATH_0009256_Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacterales_Yersiniaceae_Rahnella	Rahnella	number	Genus	16S rRNA (V4) assay		0.00237	0.04	0.0172635	0.015817	0.023041	0.006536	6	["0.002370","0.006536","0.011364","0.020270","0.023041","0.040000"]		
EUPATH_0009257_Bacteria_Bacteroidota_Bacteroidia_Cytophagales_Spirosomaceae_Flectobacillus_	unclassified Flectobacillus	number	Species	16S rRNA (V4) assay		0.005172	0.238806	0.066423375	0.0379075	0.085047	0.02075	8	["0.005172","0.013850","0.027650","0.028571","0.047244","0.056000","0.114094","0.238806"]		
EUPATH_0009256_Bacteria_Actinobacteriota_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycobacterium	Mycobacterium	number	Genus	16S rRNA (V4) assay		0.001316	0.067114	0.02026330769231	0.018957	0.022453	0.013575	13			
EUPATH_0009256_Bacteria_Proteobacteria_Gammaproteobacteria_Burkholderiales_Comamonadaceae_Aquincola	Aquincola	number	Genus	16S rRNA (V4) assay		0.110714	0.294118	0.202416	0.202416	0.294118	0.110714	2	["0.110714","0.294118"]		
EUPATH_0009255_Bacteria_Verrucomicrobiota_Verrucomicrobiae_Chthoniobacterales_Terrimicrobiaceae	Terrimicrobiaceae	number	Family	16S rRNA (V4) assay		0.009217	0.009217	0.009217	0.009217			1	["0.009217"]		
EUPATH_0009255_Bacteria_Firmicutes_Clostridia_Peptostreptococcales_Tissierellales_Tissierella	Tissierella	number	Family	16S rRNA (V4) assay		0.126246	0.126246	0.126246	0.126246			1	["0.126246"]		
EUPATH_0009257_Bacteria_Proteobacteria_Alphaproteobacteria_Acetobacterales_Acetobacteraceae_Nguyenibacter_	unclassified Nguyenibacter	number	Species	16S rRNA (V4) assay		0.036728	0.981013	0.46807580769231	0.459584	0.7090825	0.212701	52			
EUPATH_0009255_Bacteria_Proteobacteria_Alphaproteobacteria_Rickettsiales_Mitochondria	Mitochondria	number	Family	16S rRNA (V4) assay		0.002051	0.882979	0.09116845714286	0.041528	0.0859445	0.018941	35			
EUPATH_0009257_Bacteria_oteobacteria_Burkholderiales_Rhodocyclaceae_Methyloversatilis_Methyloversatilis_universalis	Methyloversatilis universalis	number	Species	16S rRNA (V4) assay		0.014925	0.014925	0.014925	0.014925			1	["0.014925"]		
EUPATH_0009253_Bacteria_Proteobacteria_Alphaproteobacteria	Alphaproteobacteria	number	Class	16S rRNA (V4) assay		0.014085	1	0.79362014166667	0.946705	1	0.778128	90			
EUPATH_0009255_Bacteria_Bacteroidota_Bacteroidia_Chitinophagales_Chitinophagaceae	Chitinophagaceae	number	Family	16S rRNA (V4) assay		0.010811	0.064	0.0374055	0.0374055	0.064	0.010811	2	["0.010811","0.064000"]		
EUPATH_0009256_Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Klebsiella	Klebsiella	number	Genus	16S rRNA (V4) assay		0.002879	0.050847	0.02381675	0.0207705	0.044351	0.0032825	4	["0.002879","0.003686","0.037855","0.050847"]		
EUPATH_0009256_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Novispirillum	Novispirillum	number	Genus	16S rRNA (V4) assay		0.005405	0.017857	0.011631	0.011631	0.017857	0.005405	2	["0.005405","0.017857"]		
EUPATH_0009257_Bacteria_Proteobacteria_Gammaproteobacteria_Burkholderiales_Rhodocyclaceae_Azoarcus_	unclassified Azoarcus	number	Species	16S rRNA (V4) assay		0.023041	0.048	0.03090642857143	0.029412	0.032723	0.025223	7	["0.023041","0.023419","0.027027","0.029412","0.031390","0.034056","0.048000"]		
EUPATH_0009252_Bacteria_Bacteroidota	Bacteroidota	number	Phylum	16S rRNA (V4) assay		0.002632	0.373134	0.07575696296296	0.039062	0.074101	0.0178985	27			
EUPATH_0009255_Bacteria_Patescibacteria_Gracilibacteria_	unclassified Gracilibacteria	number	Family	16S rRNA (V4) assay		0.026846	0.098485	0.0626655	0.0626655	0.098485	0.026846	2	["0.026846","0.098485"]		
EUPATH_0009257_Bacteria_icutes_Clostridia_Peptostreptococcales_Tissierellales_Acidaminobacteraceae_Acidaminobacter_	unclassified Acidaminobacter	number	Species	16S rRNA (V4) assay		0.008108	0.008108	0.008108	0.008108			1	["0.008108"]		
EUPATH_0009254_Bacteria_Proteobacteria_Gammaproteobacteria_Aeromonadales	Aeromonadales	number	Order	16S rRNA (V4) assay		0.006612	0.069307	0.0274951	0.0167105	0.049861	0.015038	10	["0.006612","0.008108","0.015038","0.015517","0.015564","0.017857","0.023622","0.049861","0.053465","0.069307"]		
EUPATH_0009255_Bacteria_Cyanobacteria_Cyanobacteriia_Chloroplast_	unclassified Chloroplast	number	Family	16S rRNA (V4) assay		0.079339	0.079339	0.079339	0.079339			1	["0.079339"]		
EUPATH_0009257_Bacteria_Firmicutes_Clostridia_Clostridiales_Caloramatoraceae_Clostridium_	unclassified Clostridium	number	Species	16S rRNA (V4) assay		0.028889	0.028889	0.028889	0.028889			1	["0.028889"]		
